id,make,model,year,fuelType1,drive,trany,VClass,cylinders,displ,speeds,drive_number,avgMpg
43280,Mercedes-Benz,GLC300 4matic,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Small Sport Utility Vehicle 4WD,4.0,2.0,9.0,4,30.309999999999995
43281,Mercedes-Benz,GLC300 4matic Coupe,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Small Sport Utility Vehicle 4WD,4.0,2.0,9.0,4,31.74
43282,Volkswagen,Atlas Cross Sport 4motion,2021,Regular Gasoline,All-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 4WD,6.0,3.6,8.0,4,24.349999999999998
43283,Ford,Explorer RWD,2021,Regular Gasoline,Rear-Wheel Drive,Automatic (S10),Standard Sport Utility Vehicle 2WD,4.0,2.3,10.0,2,30.770000000000003
43284,Ford,Explorer RWD,2021,Regular Gasoline,Rear-Wheel Drive,Automatic 10-spd,Standard Sport Utility Vehicle 2WD,4.0,2.3,10.0,2,30.770000000000003
43285,Ford,Explorer RWD,2021,Regular Gasoline,Rear-Wheel Drive,Automatic (S10),Standard Sport Utility Vehicle 2WD,6.0,3.0,10.0,2,26.409999999999997
43286,Lincoln,Aviator RWD,2021,Regular Gasoline,Rear-Wheel Drive,Automatic (S10),Standard Sport Utility Vehicle 2WD,6.0,3.0,10.0,2,26.409999999999997
43287,Aston Martin,DBX V8,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,8.0,4.0,9.0,4,19.35334
43288,Ford,Explorer AWD,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Sport Utility Vehicle 4WD,4.0,2.3,10.0,4,29.47
43289,Ford,Explorer AWD,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Sport Utility Vehicle 4WD,6.0,3.0,10.0,4,25.88944
43290,Ford,Explorer FFV AWD,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Sport Utility Vehicle 4WD,6.0,3.3,10.0,4,23.979999999999997
43291,Ford,Explorer HEV AWD,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Sport Utility Vehicle 4WD,6.0,3.3,10.0,4,32.04
43292,Ford,Explorer AWD,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic 10-spd,Standard Sport Utility Vehicle 4WD,4.0,2.3,10.0,4,29.47
43293,Lincoln,Aviator AWD,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Sport Utility Vehicle 4WD,6.0,3.0,10.0,4,25.88944
43296,Ferrari,SF90 Stradale Coupe,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM8),Two Seaters,8.0,3.9,8.0,4,22.189999999999998
43297,Acura,ILX,2021,Premium Gasoline,Front-Wheel Drive,Automatic (AM-S8),Compact Cars,4.0,2.4,8.0,2,36.81
43298,Toyota,Corolla APEX,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S10),Compact Cars,4.0,2.0,10.0,2,45.338069999999995
43299,Toyota,Corolla APEX,2021,Regular Gasoline,Front-Wheel Drive,Manual 6-spd,Compact Cars,4.0,2.0,6.0,2,41.94
43300,Mazda,6,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S6),Midsize Cars,4.0,2.5,6.0,2,38.902699999999996
43301,Mazda,6,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S6),Midsize Cars,4.0,2.5,6.0,2,34.54
43302,Toyota,Camry,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Midsize Cars,6.0,3.5,8.0,2,34.36
43303,Toyota,Camry TRD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Midsize Cars,6.0,3.5,8.0,2,32.739999999999995
43304,Toyota,Camry XSE,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Midsize Cars,6.0,3.5,8.0,2,33.51393
43305,Toyota,Camry LE/SE,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.5,8.0,2,42.57799
43306,Toyota,Camry XLE/XSE,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.5,8.0,2,41.656229999999994
43307,Toyota,Camry Hybrid LE,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S6),Midsize Cars,4.0,2.5,6.0,2,71.74992
43308,Toyota,Camry Hybrid SE/XLE/XSE,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S6),Midsize Cars,4.0,2.5,6.0,2,62.53999999999999
43309,Toyota,Camry AWD LE/SE,2021,Regular Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.5,8.0,4,37.743719999999996
43310,Toyota,Camry AWD XLE/XSE,2021,Regular Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.5,8.0,4,37.63999999999999
43312,Honda,HR-V FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S7),Small Station Wagons,4.0,1.8,7.0,2,40.27
43314,Honda,HR-V AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S7),Small Station Wagons,4.0,1.8,7.0,4,37.15093
43315,GMC,Sierra 4WD,2021,Regular Gasoline,4-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 4WD,4.0,2.7,8.0,4,25.16282
43316,Lincoln,Corsair FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,4.0,2.0,8.0,2,32.07356
43317,Lincoln,Corsair AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,31.238619999999997
43318,Lincoln,Corsair AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 4WD,4.0,2.3,8.0,4,30.879999999999995
43319,Dodge,Durango RWD,2021,Midgrade Gasoline,Rear-Wheel Drive,Automatic 8-spd,Standard Sport Utility Vehicle 2WD,8.0,5.7,8.0,2,21.509999999999998
43320,Dodge,Durango AWD,2021,Midgrade Gasoline,All-Wheel Drive,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,8.0,5.7,8.0,4,21.14
43321,Land Rover,Range Rover PHEV,2021,Premium Gasoline,4-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,25.319999999999997
43322,Land Rover,Range Rover Sport PHEV,2021,Premium Gasoline,4-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,25.319999999999997
43323,Audi,R8 2WD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,10.0,5.2,7.0,2,20.00327
43324,Audi,R8 Spyder 2WD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,10.0,5.2,7.0,2,20.00327
43325,Audi,TT Roadster quattro,2021,Regular Gasoline,All-Wheel Drive,Automatic (AM-S7),Two Seaters,4.0,2.0,7.0,4,32.33835
43326,Audi,TT Coupe quattro,2021,Regular Gasoline,All-Wheel Drive,Automatic (AM-S7),Subcompact Cars,4.0,2.0,7.0,4,32.33835
43327,Audi,TT RS,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Subcompact Cars,5.0,2.5,7.0,4,29.019999999999996
43328,Infiniti,Q60,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S7),Subcompact Cars,6.0,3.0,7.0,2,29.369749999999996
43329,Infiniti,Q60 Red Sport,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S7),Subcompact Cars,6.0,3.0,7.0,2,29.679449999999996
43330,Infiniti,Q60 Red Sport AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S7),Subcompact Cars,6.0,3.0,7.0,4,28.27632
43331,Infiniti,Q60 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S7),Subcompact Cars,6.0,3.0,7.0,4,28.47497
43332,Mercedes-Benz,C300 Coupe,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 9-spd,Subcompact Cars,4.0,2.0,9.0,2,35.269999999999996
43333,Mercedes-Benz,C300 4matic Coupe,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Subcompact Cars,4.0,2.0,9.0,4,34.26
43334,Mercedes-Benz,C300 4matic Convertible,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Subcompact Cars,4.0,2.0,9.0,4,32.169999999999995
43335,Mercedes-Benz,C300 Convertible,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 9-spd,Subcompact Cars,4.0,2.0,9.0,2,33.37
43336,Mercedes-Benz,AMG E53 4matic Plus Coupe,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Subcompact Cars,6.0,3.0,9.0,4,30.439999999999998
43337,Mercedes-Benz,E450 Coupe,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 9-spd,Subcompact Cars,6.0,3.0,9.0,2,34.09
43338,Mercedes-Benz,E450 4matic Coupe,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Subcompact Cars,6.0,3.0,9.0,4,33.09
43339,Mercedes-Benz,AMG E53 4matic Plus Convertible,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Subcompact Cars,6.0,3.0,9.0,4,29.879999999999995
43340,Mercedes-Benz,E450 Convertible,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 9-spd,Subcompact Cars,6.0,3.0,9.0,2,33.199999999999996
43341,Mercedes-Benz,E450 4matic Convertible,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Subcompact Cars,6.0,3.0,9.0,4,32.839999999999996
43342,Audi,A4 quattro,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Compact Cars,4.0,2.0,7.0,4,37.44059
43343,Lexus,IS 300 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S6),Compact Cars,6.0,3.5,6.0,4,27.949999999999996
43344,Lexus,IS 350,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Compact Cars,6.0,3.5,8.0,2,29.590000000000003
43345,Lexus,IS 350 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S6),Compact Cars,6.0,3.5,6.0,4,27.949999999999996
43346,Lexus,IS 300,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Compact Cars,4.0,2.0,8.0,2,32.2198
43347,Mazda,3 4-Door 4WD,2021,Regular Gasoline,4-Wheel Drive,Automatic (S6),Compact Cars,4.0,2.5,6.0,4,34.9
43348,Mercedes-Benz,C300 4matic,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Compact Cars,4.0,2.0,9.0,4,35.489999999999995
43349,Mercedes-Benz,AMG CLS53 4matic Plus,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Compact Cars,6.0,3.0,9.0,4,29.479999999999997
43350,Mercedes-Benz,AMG GT 43 4matic Plus,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Compact Cars,6.0,3.0,9.0,4,27.809999999999995
43351,Mercedes-Benz,AMG GT 53 4matic Plus,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Compact Cars,6.0,3.0,9.0,4,27.809999999999995
43352,Alfa Romeo,Giulia,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 8-spd,Midsize Cars,4.0,2.0,8.0,2,35.3544
43353,Alfa Romeo,Giulia AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic 8-spd,Midsize Cars,4.0,2.0,8.0,4,33.294439999999994
43354,Audi,A5 Sportback quattro,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Midsize Cars,4.0,2.0,7.0,4,37.44059
43355,Honda,Civic 4Dr,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S7),Midsize Cars,4.0,1.5,7.0,2,44.269999999999996
43357,Honda,Civic 4Dr,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S7),Midsize Cars,4.0,2.0,7.0,2,42.03999999999999
43359,Mazda,3 5-Door 4WD,2021,Regular Gasoline,4-Wheel Drive,Automatic (S6),Midsize Cars,4.0,2.5,6.0,4,34.5
43360,Mercedes-Benz,AMG E53 4matic Plus,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Midsize Cars,6.0,3.0,9.0,4,31.97
43362,Honda,Accord Sport/Touring,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S7),Large Cars,4.0,1.5,7.0,2,42.62
43363,Honda,Accord Sport/Touring,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S10),Large Cars,4.0,2.0,10.0,2,33.93
43366,Chevrolet,Silverado 4WD,2021,Regular Gasoline,4-Wheel Drive,Automatic 6-spd,Standard Pickup Trucks 4WD,8.0,5.3,6.0,4,21.015439999999998
43367,Alfa Romeo,Stelvio,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 8-spd,Small Sport Utility Vehicle 2WD,4.0,2.0,8.0,2,32.97147
43368,Buick,Envision FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S9),Small Sport Utility Vehicle 2WD,4.0,2.0,9.0,2,35.0
43369,GMC,Terrain FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic 9-spd,Small Sport Utility Vehicle 2WD,4.0,1.5,9.0,2,36.39
43370,Nissan,Rogue FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S8),Small Sport Utility Vehicle 2WD,4.0,2.5,8.0,2,40.459999999999994
43371,Nissan,Rogue FWD  SV/SL/Platinum,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S8),Small Sport Utility Vehicle 2WD,4.0,2.5,8.0,2,38.69396
43372,Alfa Romeo,Stelvio AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic 8-spd,Small Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,31.6599
43373,Fiat,500X AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic 9-spd,Small Sport Utility Vehicle 4WD,4.0,1.3,9.0,4,34.50367
43374,GMC,Terrain AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic 9-spd,Small Sport Utility Vehicle 4WD,4.0,1.5,9.0,4,35.029999999999994
43375,Nissan,Rogue AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,4.0,2.5,8.0,4,37.96
43376,Nissan,Rogue AWD  SV/SL/Platinum,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,4.0,2.5,8.0,4,37.74377
43377,Porsche,Macan GTS,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Small Sport Utility Vehicle 4WD,6.0,2.9,7.0,4,24.50829
43378,Porsche,Macan Turbo,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Small Sport Utility Vehicle 4WD,6.0,2.9,7.0,4,24.34692
43379,Porsche,Cayenne,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,3.0,8.0,4,26.159999999999997
43380,Porsche,Cayenne Coupe,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,3.0,8.0,4,25.849999999999998
43381,Porsche,Cayenne S,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,2.9,8.0,4,25.14
43382,Porsche,Cayenne GTS,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,8.0,4.0,8.0,4,20.799999999999997
43383,Porsche,Cayenne S Coupe,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,2.9,8.0,4,24.299999999999997
43384,Porsche,Cayenne GTS Coupe,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,8.0,4.0,8.0,4,21.71
43385,Porsche,Cayenne Turbo,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,8.0,4.0,8.0,4,21.369999999999997
43386,Porsche,Cayenne Turbo Coupe,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,8.0,4.0,8.0,4,20.83
43387,Lexus,UX 250h,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S6),Compact Cars,4.0,2.0,6.0,2,59.094879999999996
43388,Lexus,UX 250h AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S6),Compact Cars,4.0,2.0,6.0,4,55.63450999999999
43389,Lexus,UX 200,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S10),Midsize Cars,4.0,2.0,10.0,2,43.56999999999999
43396,Dodge,Charger,2021,Midgrade Gasoline,Rear-Wheel Drive,Automatic 8-spd,Large Cars,8.0,5.7,8.0,2,24.41967
43397,Chevrolet,Equinox AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic 6-spd,Small Sport Utility Vehicle 4WD,4.0,1.5,6.0,4,37.16396
43398,Jeep,Renegade 4WD,2021,Regular Gasoline,All-Wheel Drive,Automatic 9-spd,Small Sport Utility Vehicle 4WD,4.0,1.3,9.0,4,34.01
43399,Dodge,Durango SRT AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,8.0,6.4,8.0,4,18.98962
43400,Jeep,Grand Cherokee SRT 4WD,2021,Premium Gasoline,All-Wheel Drive,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,8.0,6.4,8.0,4,18.729999999999997
43408,Volvo,S60 AWD PHEV,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Compact Cars,4.0,2.0,8.0,4,40.309999999999995
43409,Lamborghini,Aventador Sian Roadster,2020,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Two Seaters,12.0,6.5,7.0,4,12.78451
43410,Lamborghini,Aventador Sian Coupe,2020,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Two Seaters,12.0,6.5,7.0,4,12.78451
43411,RUF Automobile,TURBO12/CTR3/CTR ANNIVERSARY,2020,Premium Gasoline,Rear-Wheel Drive,Manual 7-spd,Two Seaters,6.0,3.8,7.0,2,22.45
43414,Bentley,Continental GT,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S8),Subcompact Cars,8.0,4.0,8.0,4,22.81986
43415,Ram,1500 HFE 2WD,2021,Regular Gasoline,Rear-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 2WD,6.0,3.6,8.0,2,29.089999999999996
43416,Ram,1500 TRX 4WD,2021,Premium Gasoline,4-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 4WD,8.0,6.2,8.0,4,14.68
43417,Chrysler,Pacifica,2021,Regular Gasoline,Front-Wheel Drive,Automatic 9-spd,Minivan - 2WD,6.0,3.6,9.0,2,28.72531
43418,Chrysler,Voyager,2021,Regular Gasoline,Front-Wheel Drive,Automatic 9-spd,Minivan - 2WD,6.0,3.6,9.0,2,28.72531
43419,Chrysler,Pacifica AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic 9-spd,Minivan - 4WD,6.0,3.6,9.0,4,25.11
43420,Hyundai,Santa Fe FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,4.0,2.5,8.0,2,35.57
43421,Hyundai,Santa Fe FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AM-S8),Small Sport Utility Vehicle 2WD,4.0,2.5,8.0,2,31.86
43422,Hyundai,Santa Fe AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 4WD,4.0,2.5,8.0,4,31.909999999999997
43423,Hyundai,Santa Fe AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AM-S8),Small Sport Utility Vehicle 4WD,4.0,2.5,8.0,4,30.9
43424,Audi,Q5,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Small Sport Utility Vehicle 4WD,4.0,2.0,7.0,4,36.349999999999994
43425,Chevrolet,Corvette,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Two Seaters,8.0,6.2,8.0,2,23.339999999999996
43426,Lotus,Evora GT,2021,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Minicompact Cars,6.0,3.5,6.0,2,23.73375
43427,Lotus,Evora GT,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S6),Minicompact Cars,6.0,3.5,6.0,2,25.595039999999997
43428,Porsche,911 Turbo,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S8),Minicompact Cars,6.0,3.7,8.0,4,21.59
43429,Porsche,911 Turbo Cabriolet,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S8),Minicompact Cars,6.0,3.7,8.0,4,21.57
43430,Porsche,911 Turbo S,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S8),Minicompact Cars,6.0,3.7,8.0,4,21.97
43431,Porsche,911 Turbo S Cabriolet,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S8),Minicompact Cars,6.0,3.7,8.0,4,21.29
43433,Nissan,Versa,2021,Regular Gasoline,Front-Wheel Drive,Manual 5-spd,Compact Cars,4.0,1.6,5.0,2,41.06999999999999
43434,Dodge,Challenger,2021,Regular Gasoline,Rear-Wheel Drive,Automatic 8-spd,Midsize Cars,6.0,3.6,8.0,2,29.659999999999997
43435,Dodge,Challenger,2021,Midgrade Gasoline,Rear-Wheel Drive,Automatic 8-spd,Midsize Cars,8.0,5.7,8.0,2,24.41967
43436,Dodge,Challenger,2021,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Midsize Cars,8.0,5.7,6.0,2,22.869999999999997
43437,Dodge,Challenger,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 8-spd,Midsize Cars,8.0,6.4,8.0,2,22.970019999999998
43438,Dodge,Challenger,2021,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Midsize Cars,8.0,6.4,6.0,2,21.53
43439,Dodge,Challenger SRT,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 8-spd,Midsize Cars,8.0,6.2,8.0,2,19.91
43440,Dodge,Challenger SRT,2021,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Midsize Cars,8.0,6.2,6.0,2,19.509999999999998
43441,Dodge,Challenger Widebody,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 8-spd,Midsize Cars,8.0,6.4,8.0,2,22.970019999999998
43442,Dodge,Challenger Widebody,2021,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Midsize Cars,8.0,6.4,6.0,2,21.53
43443,Dodge,Challenger AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic 8-spd,Midsize Cars,6.0,3.6,8.0,4,27.529999999999998
43444,Dodge,Challenger SRT Widebody,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 8-spd,Midsize Cars,8.0,6.2,8.0,2,18.956429999999997
43445,Dodge,Challenger SRT Widebody,2021,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Midsize Cars,8.0,6.2,6.0,2,19.509999999999998
43446,Hyundai,Elantra,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AM-S7),Midsize Cars,4.0,1.6,7.0,2,40.489999999999995
43447,Hyundai,Elantra,2021,Regular Gasoline,Front-Wheel Drive,Manual 6-spd,Midsize Cars,4.0,1.6,6.0,2,37.11
43448,Chrysler,300,2021,Regular Gasoline,Rear-Wheel Drive,Automatic 8-spd,Large Cars,6.0,3.6,8.0,2,29.659999999999997
43449,Chrysler,300,2021,Midgrade Gasoline,Rear-Wheel Drive,Automatic 8-spd,Large Cars,8.0,5.7,8.0,2,24.41967
43450,Chrysler,300 AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic 8-spd,Large Cars,6.0,3.6,8.0,4,27.529999999999998
43451,Dodge,Charger,2021,Regular Gasoline,Rear-Wheel Drive,Automatic 8-spd,Large Cars,6.0,3.6,8.0,2,29.659999999999997
43452,Dodge,Charger,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 8-spd,Large Cars,8.0,6.4,8.0,2,22.970019999999998
43453,Dodge,Charger AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic 8-spd,Large Cars,6.0,3.6,8.0,4,27.529999999999998
43454,Dodge,Charger SRT Widebody,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 8-spd,Large Cars,8.0,6.2,8.0,2,19.089999999999996
43455,Dodge,Charger Widebody,2021,Premium Gasoline,Rear-Wheel Drive,Automatic 8-spd,Large Cars,8.0,6.4,8.0,2,22.970019999999998
43456,Hyundai,Sonata,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AM-S8),Large Cars,4.0,2.5,8.0,2,33.64492
43457,Ford,F150 Pickup 2WD,2021,Regular Gasoline,Rear-Wheel Drive,Automatic (S10),Standard Pickup Trucks 2WD,6.0,3.5,10.0,2,26.07
43458,Ford,F150 Pickup 2WD,2021,Regular Gasoline,Rear-Wheel Drive,Automatic (S10),Standard Pickup Trucks 2WD,6.0,2.7,10.0,2,28.185760000000002
43459,Ford,F150 Pickup 2WD FFV,2021,Regular Gasoline,Rear-Wheel Drive,Automatic (S10),Standard Pickup Trucks 2WD,6.0,3.3,10.0,2,28.132149999999996
43460,Ford,F150 Pickup 2WD FFV,2021,Regular Gasoline,Rear-Wheel Drive,Automatic (S10),Standard Pickup Trucks 2WD,8.0,5.0,10.0,2,25.332639999999998
43461,Ram,1500 Classic 2WD,2021,Regular Gasoline,Rear-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 2WD,6.0,3.6,8.0,2,25.1699
43462,Ram,1500 Classic 2WD,2021,Midgrade Gasoline,Rear-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 2WD,8.0,5.7,8.0,2,21.92475
43463,Ford,F150 Pickup 4WD,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Pickup Trucks 4WD,6.0,3.5,10.0,4,25.32036
43464,Ford,F150 Pickup 4WD,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Pickup Trucks 4WD,6.0,2.7,10.0,4,26.47442
43465,Ford,F150 Pickup 4WD HEV,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Pickup Trucks 4WD,6.0,3.5,10.0,4,31.85499
43466,Ford,F150 Pickup 4WD FFV,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Pickup Trucks 4WD,6.0,3.3,10.0,4,26.764239999999997
43467,Ford,F150 Pickup 4WD FFV,2021,Regular Gasoline,Part-time 4-Wheel Drive,Automatic (S10),Standard Pickup Trucks 4WD,8.0,5.0,10.0,4,23.544529999999998
43468,Ram,1500 Classic 4WD,2021,Regular Gasoline,4-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 4WD,6.0,3.6,8.0,4,23.79529
43469,Ram,1500 Classic 4WD,2021,Midgrade Gasoline,4-Wheel Drive,Automatic 8-spd,Standard Pickup Trucks 4WD,8.0,5.7,8.0,4,21.260199999999998
43470,Toyota,Sienna Hybrid 2WD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S6),Minivan - 2WD,4.0,2.5,6.0,2,48.93757
43471,Toyota,Sienna Hybrid AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S6),Minivan - 4WD,4.0,2.5,6.0,4,47.45522
43473,Mitsubishi,Outlander Sport 2WD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S6),Small Sport Utility Vehicle 2WD,4.0,2.0,6.0,2,34.83382999999999
