id,make,model,year,fuelType1,drive,trany,VClass,cylinders,displ,speeds,drive_number,avgMpg
42648,McLaren Automotive,720S Coupe,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,8.0,4.0,7.0,2,22.22368
42649,McLaren Automotive,720S Spider,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,8.0,4.0,7.0,2,21.932
42650,McLaren Automotive,GT,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,8.0,4.0,7.0,2,22.894999999999996
42651,Mercedes-Benz,AMG CLA45 4matic,2020,Premium Gasoline,4-Wheel Drive,Automatic (AM8),Compact Cars,4.0,2.0,8.0,4,30.11
42652,Land Rover,Defender 110,2020,Premium Gasoline,4-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,23.31976
42653,Land Rover,Defender 110 MHEV,2020,Premium Gasoline,4-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,3.0,8.0,4,25.504099999999994
42654,Land Rover,Defender 90,2020,Premium Gasoline,4-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,24.81852
42655,Land Rover,Defender 90 MHEV,2020,Premium Gasoline,4-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,3.0,8.0,4,25.504099999999994
42656,Chevrolet,Spark,2021,Regular Gasoline,Front-Wheel Drive,Manual 5-spd,Subcompact Cars,4.0,1.4,5.0,2,43.64762
42657,Chevrolet,Spark ACTIV,2021,Regular Gasoline,Front-Wheel Drive,Manual 5-spd,Subcompact Cars,4.0,1.4,5.0,2,43.64762
42660,Hyundai,Accent,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S1),Compact Cars,4.0,1.6,1.0,2,49.536809999999996
42661,Hyundai,Accent,2021,Regular Gasoline,Front-Wheel Drive,Manual 6-spd,Compact Cars,4.0,1.6,6.0,2,43.76
42662,Hyundai,Venue,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AV-S1),Midsize Cars,4.0,1.6,1.0,2,41.644839999999995
42663,Hyundai,Tucson FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,4.0,2.0,6.0,2,33.24
42664,Kia,Telluride FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,6.0,3.8,8.0,2,28.999999999999996
42665,Audi,SQ5,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 4WD,6.0,3.0,8.0,4,26.299999999999997
42666,Hyundai,Tucson AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,4.0,2.0,6.0,4,30.23
42667,Hyundai,Tucson AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,4.0,2.4,6.0,4,30.027089999999998
42668,Kia,Telluride AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 4WD,6.0,3.8,8.0,4,26.57477
42669,McLaren Automotive,570S Coupe,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,8.0,3.8,7.0,2,22.164
42670,McLaren Automotive,570S Spider,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,8.0,3.8,7.0,2,22.164
42671,McLaren Automotive,600LT Spider,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,8.0,3.8,7.0,2,22.164
42672,McLaren Automotive,620R Coupe,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,8.0,3.8,7.0,2,22.164
42673,McLaren Automotive,Speedtail,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,8.0,4.0,7.0,2,18.455
42675,Volvo,S60 FWD,2021,Premium Gasoline,Front-Wheel Drive,Automatic (S8),Compact Cars,4.0,2.0,8.0,2,36.1
42676,Volvo,S60 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Compact Cars,4.0,2.0,8.0,4,32.739999999999995
42677,Volvo,S90 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.0,8.0,4,32.42
42678,Volvo,V60 FWD,2021,Premium Gasoline,Front-Wheel Drive,Automatic (S8),Small Station Wagons,4.0,2.0,8.0,2,36.1
42679,Volvo,V60 CC AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Small Station Wagons,4.0,2.0,8.0,4,32.47
42680,Volvo,V90 FWD,2021,Premium Gasoline,Front-Wheel Drive,Automatic (S8),Midsize Station Wagons,4.0,2.0,8.0,2,36.1
42681,Volvo,V90 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Station Wagons,4.0,2.0,8.0,4,32.42
42682,Volvo,V90 CC AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Station Wagons,4.0,2.0,8.0,4,30.72
42684,Volvo,XC60 FWD,2021,Premium Gasoline,Front-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,4.0,2.0,8.0,2,31.97
42685,Volvo,XC40 FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,4.0,2.0,8.0,2,33.99
42686,Buick,Encore GX AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic 9-spd,Small Sport Utility Vehicle 4WD,3.0,1.3,9.0,4,37.15907
42687,Volvo,XC60 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,30.47
42688,Volvo,XC60 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,29.449999999999996
42689,Volvo,XC40 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,31.989999999999995
42690,Volvo,XC90 FWD,2021,Premium Gasoline,Front-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 2WD,4.0,2.0,8.0,2,31.85
42693,Mercedes-Benz,AMG GLE53 4matic Plus,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,6.0,3.0,9.0,4,24.7
42694,Mercedes-Benz,AMG GLE53 4matic Plus Coupe,2021,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,6.0,3.0,9.0,4,25.75
42695,Volvo,XC90 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,28.93
42696,Volvo,XC90 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,30.13
42718,MINI,Cooper Convertible,2021,Premium Gasoline,Front-Wheel Drive,Manual 6-spd,Minicompact Cars,3.0,1.5,6.0,2,40.20837
42719,MINI,Cooper Hardtop 2 door,2021,Premium Gasoline,Front-Wheel Drive,Manual 6-spd,Subcompact Cars,3.0,1.5,6.0,2,40.20837
42720,MINI,Cooper Hardtop 4 door,2021,Premium Gasoline,Front-Wheel Drive,Manual 6-spd,Subcompact Cars,3.0,1.5,6.0,2,40.20837
42721,Subaru,Impreza 4-Door,2021,Regular Gasoline,All-Wheel Drive,Manual 5-spd,Midsize Cars,4.0,2.0,5.0,4,34.33
42722,Subaru,Impreza 4-Door,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S7),Midsize Cars,4.0,2.0,7.0,4,42.06662
42723,Subaru,Impreza Sport 4-Door,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S7),Midsize Cars,4.0,2.0,7.0,4,40.47
42724,Subaru,Impreza 5-Door,2021,Regular Gasoline,All-Wheel Drive,Manual 5-spd,Small Station Wagons,4.0,2.0,5.0,4,34.53
42725,Subaru,Impreza 5-Door,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S7),Small Station Wagons,4.0,2.0,7.0,4,41.474819999999994
42726,Subaru,Impreza Sport 5-Door,2021,Regular Gasoline,All-Wheel Drive,Manual 5-spd,Small Station Wagons,4.0,2.0,5.0,4,32.89
42727,Subaru,Impreza Sport 5-Door,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S7),Small Station Wagons,4.0,2.0,7.0,4,40.18
42728,Mercedes-Benz,GLA250,2021,Premium Gasoline,Front-Wheel Drive,Automatic (AM8),Special Purpose Vehicle 2WD,4.0,2.0,8.0,2,37.209999999999994
42729,Mercedes-Benz,GLB250,2021,Premium Gasoline,Front-Wheel Drive,Automatic (AM8),Special Purpose Vehicle 2WD,4.0,2.0,8.0,2,34.42999999999999
42730,Mercedes-Benz,GLA250 4matic,2021,Premium Gasoline,4-Wheel Drive,Automatic (AM8),Small Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,35.66
42731,Porsche,Boxster,2020,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Two Seaters,4.0,2.0,6.0,2,28.939999999999998
42732,Porsche,Boxster,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,4.0,2.0,7.0,2,30.529999999999998
42733,Porsche,Cayman,2020,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Two Seaters,4.0,2.0,6.0,2,28.939999999999998
42734,Porsche,Cayman,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,4.0,2.0,7.0,2,30.529999999999998
42735,Porsche,Boxster S,2020,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Two Seaters,4.0,2.5,6.0,2,26.81
42736,Porsche,Boxster S,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,4.0,2.5,7.0,2,27.709999999999997
42737,Porsche,Cayman S,2020,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Two Seaters,4.0,2.5,6.0,2,26.81
42738,Porsche,Cayman S,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,4.0,2.5,7.0,2,27.709999999999997
42739,Porsche,Boxster T,2020,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Two Seaters,4.0,2.0,6.0,2,28.939999999999998
42740,Porsche,Boxster T,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,4.0,2.0,7.0,2,30.080000000000002
42741,Porsche,Cayman T,2020,Premium Gasoline,Rear-Wheel Drive,Manual 6-spd,Two Seaters,4.0,2.0,6.0,2,28.939999999999998
42742,Porsche,Cayman T,2020,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,4.0,2.0,7.0,2,30.080000000000002
42744,Polestar,1,2020,Premium Gasoline,All-Wheel Drive,Automatic (S8),Minicompact Cars,4.0,2.0,8.0,4,30.5
42745,Toyota,Corolla Hatchback,2021,Regular Gasoline,Front-Wheel Drive,Manual 6-spd,Compact Cars,4.0,2.0,6.0,2,42.22
42746,Toyota,Corolla Hatchback,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AM-S10),Compact Cars,4.0,2.0,10.0,2,48.08877
42747,Toyota,Corolla Hatchback XSE,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AM-S10),Compact Cars,4.0,2.0,10.0,2,44.599999999999994
42748,BMW,740i xDrive,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Large Cars,6.0,3.0,8.0,4,29.40799
42752,Infiniti,QX80 2WD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S7),Standard Sport Utility Vehicle 2WD,8.0,5.6,7.0,2,20.422060000000002
42753,Infiniti,QX80 4WD,2021,Premium Gasoline,4-Wheel Drive,Automatic (S7),Standard Sport Utility Vehicle 4WD,8.0,5.6,7.0,4,20.00593
42754,Infiniti,QX80 4WD,2021,Premium Gasoline,4-Wheel Drive,Automatic (S7),Standard Sport Utility Vehicle 4WD,8.0,5.6,7.0,4,19.549999999999997
42756,Mercedes-Benz,GLC350e 4matic,2020,Premium Gasoline,4-Wheel Drive,Automatic 9-spd,Small Sport Utility Vehicle 4WD,4.0,2.0,9.0,4,34.269999999999996
42757,Audi,R8,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Two Seaters,10.0,5.2,7.0,4,18.924889999999998
42758,Audi,R8 Spyder,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Two Seaters,10.0,5.2,7.0,4,18.924889999999998
42761,Ferrari,812 Superfast,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM7),Two Seaters,12.0,6.5,7.0,2,16.56264
42762,Ferrari,F8 Tributo,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM7),Two Seaters,8.0,3.9,7.0,2,20.4945
42763,Ferrari,F8 Spider,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM7),Two Seaters,8.0,3.9,7.0,2,20.006189999999997
42764,Ferrari,812 GTS,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM7),Two Seaters,12.0,6.5,7.0,2,16.485259999999997
42765,Lamborghini,Huracan,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Two Seaters,10.0,5.2,7.0,4,18.43423
42766,Lamborghini,Huracan Spyder,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Two Seaters,10.0,5.2,7.0,4,18.43423
42767,Lamborghini,Huracan 2WD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,10.0,5.2,7.0,2,18.44668
42768,Lamborghini,Huracan Spyder 2WD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM-S7),Two Seaters,10.0,5.2,7.0,2,18.44668
42769,Bentley,Continental GT Convertible,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S8),Minicompact Cars,8.0,4.0,8.0,4,22.81986
42770,Ferrari,Portofino,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM7),Minicompact Cars,8.0,3.9,7.0,2,23.03452
42771,Ferrari,Portofino M,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM8),Minicompact Cars,8.0,3.9,8.0,2,23.787969999999998
42772,Audi,RS 5,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Subcompact Cars,6.0,2.9,8.0,4,25.36
42773,Ferrari,Roma,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (AM8),Subcompact Cars,8.0,3.9,8.0,2,23.71429
42774,Audi,A6 quattro,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Midsize Cars,6.0,3.0,7.0,4,31.995559999999998
42775,Audi,A7 quattro,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Midsize Cars,6.0,3.0,7.0,4,31.995559999999998
42776,Audi,RS 5 Sportback,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,6.0,2.9,8.0,4,26.09
42777,Kia,Stinger AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.0,8.0,4,31.29
42778,Kia,Stinger RWD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.0,8.0,2,31.801589999999997
42779,Kia,Stinger AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,6.0,3.3,8.0,4,24.23961
42780,Kia,Stinger RWD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Midsize Cars,6.0,3.3,8.0,2,24.899459999999998
42781,Kia,Forte,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AM-S7),Midsize Cars,4.0,1.6,7.0,2,38.730000000000004
42782,Kia,Forte,2021,Regular Gasoline,Front-Wheel Drive,Manual 6-spd,Midsize Cars,4.0,1.6,6.0,2,36.269999999999996
42785,Kia,Forte,2021,Regular Gasoline,Front-Wheel Drive,Manual 6-spd,Midsize Cars,4.0,2.0,6.0,2,41.31999999999999
42786,Audi,A8 L,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Large Cars,6.0,3.0,8.0,4,27.729999999999997
42787,BMW,740i,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Large Cars,6.0,3.0,8.0,2,31.81259
42788,Hyundai,Sonata Hybrid,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AM-S6),Large Cars,4.0,2.0,6.0,2,61.13999999999999
42789,Hyundai,Sonata Hybrid Blue,2021,Regular Gasoline,Front-Wheel Drive,Automatic (AM-S6),Large Cars,4.0,2.0,6.0,2,66.90096999999999
42790,Hyundai,Sonata,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Large Cars,4.0,1.6,8.0,2,40.55131
42791,Audi,A6 Allroad,2021,Premium Gasoline,All-Wheel Drive,Automatic (AM-S7),Midsize Station Wagons,6.0,3.0,7.0,4,29.87
42792,Subaru,Forester AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S7),Small Sport Utility Vehicle 4WD,4.0,2.5,7.0,4,37.86119
42793,Toyota,RAV4 Prime 4WD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,4.0,2.5,6.0,4,53.82236999999999
42794,Land Rover,Range Rover MHEV,2020,Premium Gasoline,4-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,3.0,8.0,4,28.142179999999996
42795,Lexus,LC 500 Convertible,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S10),Minicompact Cars,8.0,5.0,10.0,2,23.220619999999997
42796,Hyundai,Sonata,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Large Cars,4.0,2.5,8.0,2,40.7
42797,Hyundai,Sonata,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Large Cars,4.0,2.5,8.0,2,42.519999999999996
42798,Acura,RDX FWD,2021,Premium Gasoline,Front-Wheel Drive,Automatic (S10),Small Sport Utility Vehicle 2WD,4.0,2.0,10.0,2,31.939999999999998
42799,Acura,RDX FWD A-SPEC,2021,Premium Gasoline,Front-Wheel Drive,Automatic (S10),Small Sport Utility Vehicle 2WD,4.0,2.0,10.0,2,31.119999999999997
42800,Infiniti,QX50,2021,Premium Gasoline,Front-Wheel Drive,Automatic (AV-S8),Small Sport Utility Vehicle 2WD,4.0,2.0,8.0,2,34.06999999999999
42801,Acura,RDX AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S10),Small Sport Utility Vehicle 4WD,4.0,2.0,10.0,4,30.74
42802,Acura,RDX AWD A-SPEC,2021,Premium Gasoline,All-Wheel Drive,Automatic (S10),Small Sport Utility Vehicle 4WD,4.0,2.0,10.0,4,30.15876
42803,Infiniti,QX50 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,32.90071
42804,Volvo,XC90 AWD PHEV,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,4.0,2.0,8.0,4,35.53
42805,Porsche,Cayenne Turbo S e-Hybrid,2020,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,8.0,4.0,8.0,4,22.32
42806,Porsche,Cayenne Turbo S e-Hybrid Coupe,2020,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,8.0,4.0,8.0,4,22.32
42807,BMW,X5 xDrive45e,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,3.0,8.0,4,26.58
42813,Volkswagen,Atlas Cross Sport,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,6.0,3.6,8.0,2,24.99
42815,Aston Martin,Vantage Manual,2020,Premium Gasoline,Rear-Wheel Drive,Manual 7-spd,Two Seaters,8.0,4.0,7.0,2,20.92868
42817,BMW,230i xDrive Coupe,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Subcompact Cars,4.0,2.0,8.0,4,31.381259999999997
42818,BMW,228i xDrive Gran Coupe,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Compact Cars,4.0,2.0,8.0,4,34.760769999999994
42819,BMW,M235i xDrive Gran Coupe,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Compact Cars,4.0,2.0,8.0,4,34.26
42820,Rolls-Royce,Dawn,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Compact Cars,12.0,6.6,8.0,2,17.54468
42821,Rolls-Royce,Dawn Black Badge,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Compact Cars,12.0,6.6,8.0,2,17.54468
42823,MINI,Cooper Countryman,2021,Premium Gasoline,Front-Wheel Drive,Automatic (AM-S7),Midsize Cars,3.0,1.5,7.0,2,38.08853
42824,MINI,Cooper Countryman All4,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,3.0,1.5,8.0,4,34.97324
42825,MINI,Cooper S Clubman,2021,Premium Gasoline,Front-Wheel Drive,Manual 6-spd,Midsize Cars,4.0,2.0,6.0,2,33.503989999999995
42826,MINI,Cooper S Countryman,2021,Premium Gasoline,Front-Wheel Drive,Automatic (AM-S7),Midsize Cars,4.0,2.0,7.0,2,36.14
42827,MINI,Cooper S Countryman All4,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.0,8.0,4,33.739999999999995
42828,MINI,Cooper S Clubman All4,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.0,8.0,4,34.601139999999994
42829,MINI,John Cooper Works Clubman All4,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.0,8.0,4,34.08
42830,MINI,JCW Countryman All4,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Cars,4.0,2.0,8.0,4,34.129999999999995
42831,Rolls-Royce,Wraith,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Midsize Cars,12.0,6.6,8.0,2,17.77355
42832,Rolls-Royce,Wraith Black Badge,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Midsize Cars,12.0,6.6,8.0,2,17.77355
42833,Volkswagen,Passat,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S6),Midsize Cars,4.0,2.0,6.0,2,36.47
42834,Genesis,G90 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Large Cars,6.0,3.3,8.0,4,24.880000000000003
42835,Genesis,G90 RWD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Large Cars,6.0,3.3,8.0,2,24.86
42836,Genesis,G90 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Large Cars,8.0,5.0,8.0,4,23.33
42837,Genesis,G90 RWD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Large Cars,8.0,5.0,8.0,2,23.68
42838,Genesis,G80 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Large Cars,4.0,2.5,8.0,4,32.30005
42839,Genesis,G80 RWD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Large Cars,4.0,2.5,8.0,2,33.97136
42840,Genesis,G80 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Large Cars,6.0,3.5,8.0,4,27.04
42841,Genesis,G80 RWD,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Large Cars,6.0,3.5,8.0,2,28.07
42842,Rolls-Royce,Phantom,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Large Cars,12.0,6.7,8.0,2,18.259999999999998
42843,Rolls-Royce,Phantom EWB,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Large Cars,12.0,6.7,8.0,2,18.259999999999998
42844,Subaru,Legacy AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S8),Large Cars,4.0,2.5,8.0,4,39.88689
42845,Subaru,Legacy AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S8),Large Cars,4.0,2.4,8.0,4,35.29
42846,Rolls-Royce,Cullinan,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Station Wagons,12.0,6.7,8.0,4,18.1432
42847,Rolls-Royce,Cullinan Black Badge,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Midsize Station Wagons,12.0,6.7,8.0,4,18.1432
42848,Honda,Odyssey,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S10),Minivan - 2WD,6.0,3.5,10.0,2,28.981159999999996
42849,BMW,X3 sDrive30i,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,4.0,2.0,8.0,2,34.86418
42850,Jeep,Compass FWD,2021,Regular Gasoline,Front-Wheel Drive,Automatic 6-spd,Small Sport Utility Vehicle 2WD,4.0,2.4,6.0,2,33.11362
42851,Lexus,NX 300,2021,Premium Gasoline,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,4.0,2.0,6.0,2,32.00685
42852,Mazda,CX-30 2WD,2021,Regular Gasoline,Front-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 2WD,4.0,2.5,6.0,2,37.33
42853,Jeep,Compass 4WD,2021,Regular Gasoline,All-Wheel Drive,Automatic 9-spd,Small Sport Utility Vehicle 4WD,4.0,2.4,9.0,4,32.349999999999994
42854,Lexus,NX 300h AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,4.0,2.5,6.0,4,43.82395999999999
42855,Lexus,NX 300 AWD,2021,Premium Gasoline,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,4.0,2.0,6.0,4,31.750909999999998
42856,Lexus,NX 300 AWD F Sport,2021,Premium Gasoline,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,4.0,2.0,6.0,4,30.66803
42857,Mazda,CX-30 4WD,2021,Regular Gasoline,4-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,4.0,2.5,6.0,4,34.65
42858,Subaru,Outback AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,4.0,2.5,8.0,4,38.02659
42859,Subaru,Outback AWD,2021,Regular Gasoline,All-Wheel Drive,Automatic (AV-S8),Small Sport Utility Vehicle 4WD,4.0,2.4,8.0,4,33.67
42860,BMW,X5 sDrive40i,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 2WD,6.0,3.0,8.0,2,29.58393
42861,BMW,X6 sDrive40i,2021,Premium Gasoline,Rear-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 2WD,6.0,3.0,8.0,2,29.58393
42862,BMW,X5 xDrive40i,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,3.0,8.0,4,29.062479999999997
42863,BMW,X5 M50i,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,8.0,4.4,8.0,4,22.861739999999998
42864,BMW,X5 M,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,8.0,4.4,8.0,4,18.73531
42865,BMW,X5 M Competition,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,8.0,4.4,8.0,4,18.73531
42866,BMW,X6 xDrive40i,2021,Premium Gasoline,All-Wheel Drive,Automatic (S8),Standard Sport Utility Vehicle 4WD,6.0,3.0,8.0,4,29.062479999999997
