series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Alaska,1094,1123,1058,1240,977,1252,1318,1395,1406,1357,1394,1298,1376,1202,1214,1364,1255,1295,1340,1421,1321,1458,1494,1427,1234,1253,1331,1360,1188,1244,1337,1371,1377,1510,1413,1436,1336,1307,1515,1409,1140,1422,1292,1417,1386,1544,1501,1574,1567,1373,1371,1450,1179,1396,1330,1486,1500,1591,1684,1472,1427,1289,1357,1246,1130,1198,1265,1376,1429,1545,1533,1270,1258,1169,1180,588,555,617,610,671,731,796,622,619,643,511,555,1184,1061,1235,1270,1256,1293,1363,1267,1344,1241,1198,1134,1194,1045,1215,1260,1343,1309,1378,1310,1222,1134,998,1154,,,,,,,,,,
Alaska Clearances,695,645,595,726,577,706,721,745,741,753,803,708,776,634,705,758,648,699,665,732,794,760,720,688,665,702,732,738,640,712,763,755,734,782,769,745,672,713,763,798,685,769,690,798,813,855,829,886,810,828,858,816,718,863,808,868,849,949,966,846,772,741,804,774,665,718,815,844,790,831,796,691,765,661,721,311,284,367,304,373,423,452,345,331,327,315,311,674,688,699,740,704,711,759,675,767,744,683,637,679,588,644,697,780,687,743,717,688,639,538,665,,,,,,,,,,
