series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Indiana,5829,5186,5154,5281,4361,5612,5931,6686,6289,6675,6603,6335,6049,5182,5338,6113,4798,5795,5848,6561,6289,6610,6267,6043,5782,5226,4888,6290,4808,5253,5866,6491,6124,6541,6181,6007,5821,5436,4830,5181,4768,5585,5415,6560,5961,6462,6380,6008,5671,5146,5412,4960,4530,5014,5361,6342,4798,6362,6440,6093,5424,5278,5192,5614,5079,5385,4894,6441,6895,7432,7073,6469,6412,6021,5594,5428,4823,5793,5475,6348,6261,6018,6520,6312,6167,5712,5912,5445,5258,5739,6017,7073,6722,6890,6948,6506,6340,5922,5567,6608,5780,6287,6960,7772,7163,7543,7360,7076,6863,6264,5755,,,,,,,,,,
Indiana Clearances,2299,1854,1967,2380,1828,2230,2415,2611,2450,2511,2489,2509,2437,2018,2213,2553,2156,2592,2336,2622,2539,2530,2790,2404,2293,2305,2062,2611,2146,2398,2322,2631,2618,2695,2669,2502,2432,2314,2051,2470,2237,2414,2343,2839,2555,2715,2601,2410,2386,2044,2156,2329,2064,2257,2177,2616,1849,2391,2570,2337,2207,2202,2321,2625,2331,2356,2088,2491,2497,2616,2626,2278,2217,2090,2137,2138,2129,2907,2357,2624,2607,2360,2734,2617,2685,2377,2460,2523,2311,2567,2463,2808,2718,2725,2778,2694,2500,2492,2369,2722,2374,2700,2811,3050,2903,3061,2853,2768,2783,2663,2470,,,,,,,,,,
