series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Washington,6685,6279,6340,6590,6102,6855,6346,7504,7321,7485,7545,6910,6883,6313,6426,6888,6325,6875,6909,7495,7192,7570,7430,7072,7229,6873,6666,6920,6090,7404,7216,8361,7617,7659,7414,7056,7391,6904,6666,7286,6590,7453,7150,8448,7720,7974,7770,7696,7657,6981,7171,7593,6073,7153,6941,8010,7646,7846,7858,7374,7338,6717,6980,7174,6597,6752,6263,7091,7046,7647,7594,7088,6897,5930,6048,6427,5721,6592,6730,7172,7388,7892,7592,7454,7989,7208,7159,7410,7123,7966,7345,7857,8132,8534,7997,7697,8226,6736,6781,7454,6501,7350,7236,8562,7810,8228,7866,7800,7986,6824,6838,,,,,,,,,,
Washington Clearances,3515,3292,3409,3548,3239,3579,3395,3910,3918,4054,3971,3549,3638,3167,3455,3649,3247,3573,3505,3829,3721,3849,3720,3606,3454,3283,3467,3398,3033,3765,3563,3961,3709,3814,3891,3504,3635,3448,3450,3644,3141,3762,3483,4081,3864,3970,3782,3765,3699,3393,3670,3749,3120,3705,3610,3849,3698,3948,3882,3707,3621,3183,3406,3492,3291,3442,3443,3650,3247,3689,3533,3312,3274,2815,2910,3074,2771,3117,3048,3198,3330,3361,3210,3091,3394,3146,3210,3213,3024,3573,3200,3376,3444,3878,3475,3255,3412,2984,2968,3388,2917,3287,3240,3604,3447,3691,3540,3281,3444,3108,3119,,,,,,,,,,
