series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Arizona,7581,6942,6971,7383,6851,8028,7702,8522,7798,7520,8655,7991,7878,7379,7224,7928,7514,8106,8458,8583,8397,8456,8398,8380,8890,7887,8162,8532,7778,9138,9485,9621,9002,9287,9698,9370,9709,8959,8958,8617,7989,9017,9521,9825,9055,9336,9261,9276,8951,8373,8117,8387,7572,8843,9183,9488,8980,9434,10007,9826,9296,8995,8594,9252,8927,9344,8939,9626,8832,9344,9578,9283,9523,8590,8204,3505,3335,4132,4260,4655,3990,4251,4312,4579,4390,4151,3987,8537,7902,8942,8816,9057,8191,8525,8741,8628,8423,7336,7531,7933,7451,7823,8431,8913,8002,7852,8724,8330,8186,7782,7487,,,,,,,,,,
Arizona Clearances,3445,3053,3074,3309,3190,3620,3497,3604,3636,3611,3658,3617,3211,2923,3038,3174,3090,3186,3245,3506,3302,3479,3351,3408,3353,3182,3384,3731,3220,3875,4034,3954,3839,3706,3870,3803,3700,3497,3369,3478,3281,3693,3773,4163,3760,4093,3984,3951,3685,3408,3368,3481,3149,3671,3879,4006,3673,4033,3964,3929,3661,3537,3361,3616,3465,3795,3836,3879,3434,3969,3783,3766,3812,3325,3316,1796,1624,2034,2057,2335,2069,2178,2168,2301,2125,2023,1951,3371,3246,3652,3592,3656,3373,3540,3698,3505,3359,2934,3118,3186,2972,3268,3405,3827,3536,3318,3761,3571,3432,3342,3213,,,,,,,,,,
