series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Tennessee,12574,10996,11483,11719,9423,12152,13136,14289,13243,13517,13749,13168,12352,11774,12199,11966,11091,13059,13516,14011,13149,13254,13806,13590,13704,11834,11918,12950,11261,12641,13933,14696,13700,14120,13918,13448,13339,11917,11584,11548,11312,13037,12706,14408,13241,13697,13713,13334,12490,11150,11940,11853,10408,11686,13008,13712,12712,13045,13099,13018,12091,10835,11542,11710,10401,11558,10597,13112,13444,13634,13384,12273,12514,11429,11107,11273,9987,11792,12580,13701,12937,13113,12814,12458,13221,11520,12003,10931,10650,12050,12457,13374,12101,12462,12783,12700,12221,10904,11132,12061,10889,12110,12802,13695,12214,12279,12738,12621,12221,10974,11070,,,,,,,,,,
Tennessee Clearances,5994,5203,5278,5701,4919,5958,6285,6726,6176,6509,6558,6435,5842,5634,5884,5914,5566,6318,6457,6646,6451,6035,6520,6441,6238,5986,5728,6285,5911,6309,6585,7223,6509,6841,6755,6263,6443,5814,5716,5871,5601,6371,6299,6956,6262,6405,6600,6239,5998,5407,5776,5939,5320,5638,6326,6809,6258,6281,6648,6388,6146,5433,5768,6202,5220,5567,5011,5731,5799,6036,5881,5518,5534,4944,4850,5288,4553,5585,5730,5994,5968,5701,5705,5635,5723,5315,5568,5374,5087,5342,4865,5612,5252,5242,5613,5318,4968,4632,4759,5309,4782,5231,5345,5660,5081,5152,5611,5222,5305,4765,4858,,,,,,,,,,
