series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
United States,305922,272423,522308,280049,243325,299961,302252,333651,352277,326647,330141,319309,310170,281928,534053,294415,272326,312527,314101,340615,361938,331922,326057,322149,321347,290028,525704,302152,270551,304821,317601,339844,324486,334321,324806,321494,322966,292772,560706,294400,275272,308475,309974,348007,322540,331531,330296,325943,318895,284613,573930,290598,263584,301818,312867,337788,318986,320457,327345,324003,307809,280995,562102,300674,280425,295511,263307,316178,325975,337032,337197,307125,311364,284387,544878,238498,214414,251937,260652,292112,280233,295458,296789,297152,307005,269943,277215,308063,297338,345100,346470,377917,353915,364959,359390,358209,357736,314799,400942,350340,315714,354491,364227,394401,361106,376340,376611,369515,373218,327239,374047,,,,,,,,,,
United States Clearances,152457,133610,273557,143053,128907,150925,150269,159366,172288,159671,158594,155230,150960,139467,277923,146094,139518,156259,152383,164161,175713,156674,158894,154478,151019,139645,271619,148812,134478,152378,151607,163500,169938,159270,158833,154457,155279,141189,289734,146592,135468,149747,147941,162938,148306,155360,154200,149937,149308,133306,288976,141531,128899,143620,147523,157183,147958,147806,151092,146677,142909,128746,280988,142303,131466,138154,124084,141018,136298,146375,145054,132613,132285,119370,262902,99975,93412,109544,108749,118772,117469,120154,120844,120235,122772,111306,114001,128359,123711,144876,140628,152915,144613,148286,150545,145178,144149,131165,169301,149152,133685,150670,149613,161787,149672,154744,158274,151566,154052,138823,160062,,,,,,,,,,
