series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Oregon,2739,2417,2754,2550,2343,2776,1693,1848,1728,1839,1891,1666,1683,1412,1564,3003,2778,2907,2979,3155,3010,3195,3255,3054,3054,2828,2657,3084,2824,3202,3158,3503,3361,3551,3402,3362,3400,3026,3158,3456,3120,3429,3382,3842,3461,3736,3690,3515,3489,3202,3193,3403,2958,3264,3299,3695,3752,3607,3756,3601,3386,3286,3323,3413,3226,3188,2839,3333,3361,3855,3723,3538,3435,3058,3107,3133,2954,3367,3437,3799,3876,4102,3675,3652,3685,3457,3243,3485,3144,3776,3391,3881,3736,4070,3893,3811,3802,3135,3358,3443,3221,3473,3554,3972,3793,3985,3855,3635,3716,3177,3212,,,,,,,,,,
Oregon Clearances,1606,1342,1506,1516,1315,1606,1063,1120,1101,1184,1144,1032,983,863,984,1612,1496,1608,1613,1748,1719,1736,1782,1636,1615,1555,1510,1566,1474,1638,1593,1833,1789,1874,1773,1689,1637,1507,1549,1664,1611,1829,1780,2036,1776,1911,1853,1723,1684,1664,1749,1774,1566,1729,1809,1963,1943,1975,2012,1841,1846,1720,1813,1828,1705,1751,1661,1854,1775,1932,1864,1690,1633,1438,1596,1608,1490,1719,1718,1847,1904,1923,1782,1749,1750,1656,1504,1615,1438,1803,1628,1773,1798,1880,1833,1780,1707,1455,1603,1625,1546,1652,1674,1838,1775,1924,1849,1651,1830,1502,1512,,,,,,,,,,
