series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Arkansas,4719,4060,4037,4624,3791,4705,4901,5506,5054,5320,5240,5357,4733,4303,4481,4684,4332,5285,5254,5690,5427,5367,5172,5317,5283,4719,4557,5010,4413,4817,5291,5573,5333,5338,5261,5150,5119,4773,4472,4734,4461,5212,5407,5899,5359,5381,5565,5445,5489,4785,4635,5049,4384,5001,5615,5784,5295,5392,5638,5593,5285,4774,4905,4952,4651,5172,4937,6370,6016,5949,5874,5541,5725,5238,4873,4893,4122,5173,5648,6260,5894,6048,5813,5900,6040,5084,5173,4913,4681,5544,5779,6077,5568,5750,5488,5442,5488,4705,4638,5084,4484,5170,5409,5693,5103,5291,5462,5356,5399,4741,4721,,,,,,,,,,
Arkansas Clearances,1944,1616,1610,1952,1674,1918,1883,1892,1825,1890,1852,1810,1737,1512,1498,1841,1715,1856,1930,1996,1955,2033,1876,1930,1840,1659,1659,1751,1609,1725,1830,1965,1919,1977,1888,1867,1876,1742,1540,1847,1759,2014,2056,2158,2026,2071,2025,1957,2122,1843,1660,1995,1658,1903,2138,2214,1902,2000,2263,2131,2079,1802,1822,2005,1883,2056,1917,2299,2121,2077,2194,1948,2028,1880,1572,1831,1595,1971,2092,2199,2224,2149,2184,2173,2034,1815,1785,1851,1668,1963,2068,2211,1996,2097,2028,1976,1940,1738,1858,1935,1736,2101,2010,2030,2003,1965,2226,2043,2016,1874,1827,,,,,,,,,,
