series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Utah,2655,2475,2430,2655,2437,2743,2561,2807,2941,3013,2974,2912,2889,2449,2419,2647,2465,2559,2775,3015,2807,3128,2829,2955,2902,2523,2565,2603,2473,2777,2656,2938,2923,3160,2960,2861,2891,2699,2592,2805,2384,2816,2679,2908,2811,2956,2882,2785,2896,2556,2662,2537,2423,2757,2692,3034,2792,2967,3078,2981,2937,2822,2578,2822,2742,2711,2444,2842,2873,3209,3306,3025,2881,2736,2636,2811,2657,2910,2972,3307,3231,3373,3223,3280,3185,2886,2796,2740,2788,3125,3089,3260,2950,3475,3389,3459,3331,2873,2967,2968,2701,3019,3184,3504,3144,3313,3389,3289,3125,2845,2833,,,,,,,,,,
Utah Clearances,1524,1294,1292,1411,1247,1537,1420,1442,1479,1631,1485,1452,1429,1228,1315,1354,1276,1343,1363,1481,1381,1474,1299,1476,1302,1321,1342,1273,1242,1325,1226,1232,1452,1477,1450,1304,1383,1280,1191,1326,1132,1292,1255,1411,1350,1408,1441,1309,1301,1176,1298,1295,1195,1342,1331,1474,1363,1449,1478,1356,1467,1431,1388,1469,1367,1522,1403,1468,1309,1492,1568,1461,1326,1311,1399,1423,1383,1481,1445,1592,1690,1679,1595,1602,1660,1458,1396,1490,1373,1571,1519,1653,1523,1834,1786,1806,1717,1505,1616,1649,1471,1619,1687,1921,1702,1744,1740,1670,1602,1464,1565,,,,,,,,,,
