series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Maine,942,860,893,891,860,946,922,1015,1040,1125,1158,1037,877,865,850,835,772,882,870,1076,1010,1163,1106,884,855,855,827,858,768,867,868,1033,1078,1227,1052,1003,1025,846,906,896,928,946,1015,1078,1013,1229,1116,1020,947,805,872,897,888,974,953,1119,1078,1218,1187,1045,1009,870,914,1063,890,1037,907,1258,1239,1438,1312,1103,1078,931,945,977,854,1060,1009,1150,1242,1331,1286,1148,1089,1106,1042,1007,936,1098,1042,1139,1205,1245,1145,1144,1156,1017,914,1018,913,1040,1121,1186,1138,1207,1218,1114,1144,1068,916,,,,,,,,,,
Maine Clearances,636,615,696,641,607,674,624,717,746,808,797,709,588,631,636,599,568,644,573,718,697,805,780,628,583,559,618,608,592,575,585,660,721,885,742,640,675,577,655,644,627,644,661,657,678,809,730,701,624,601,595,616,614,648,646,750,726,797,785,676,659,621,637,757,574,680,608,721,731,803,766,683,647,554,562,550,483,599,575,601,669,659,772,596,563,605,541,516,489,558,518,623,674,651,612,629,605,549,540,586,473,566,559,629,596,633,637,556,635,606,517,,,,,,,,,,
