series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
South Dakota,867,792,774,885,743,893,925,1043,1043,1218,1201,1138,1008,840,815,1011,955,1056,1014,1159,1068,1190,1136,1125,1113,939,1002,1012,970,1047,1139,1166,1030,1159,1137,1129,1046,936,935,960,867,985,1027,1214,1184,999,1239,1234,941,887,881,926,788,976,989,1102,1058,1010,1405,1164,1171,1143,1208,1307,1079,1234,1164,1333,1392,1472,1382,1227,1117,1101,1110,1104,1003,1092,1143,1295,1207,1238,1221,1104,1209,1051,1003,1115,1061,1141,967,1275,1170,1330,1201,1150,1015,1091,956,1110,984,1198,1044,1354,1172,1212,1243,1135,1072,976,1028,,,,,,,,,,
South Dakota Clearances,535,521,531,550,502,584,601,670,684,701,710,644,535,450,427,582,578,638,598,706,634,725,719,700,675,584,634,622,590,638,681,687,653,717,695,694,645,602,611,635,510,592,602,760,689,561,718,715,527,556,549,572,469,553,575,644,606,601,767,636,681,637,654,759,647,737,708,727,734,806,754,696,629,589,590,596,542,555,576,729,647,718,665,585,688,625,611,648,601,666,577,731,658,746,716,669,610,642,602,644,562,680,581,734,641,701,763,623,638,550,641,,,,,,,,,,
