series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
North Carolina,10770,9348,9493,9239,7488,10071,9905,9921,8884,10543,10508,9846,10104,9071,9343,9610,8941,10901,10411,11534,10633,10511,9390,10295,10149,9079,7973,10065,8505,9896,10200,11095,9849,10265,10236,9894,10445,8897,8397,9582,9197,9656,10084,11670,9785,10560,10327,10624,11072,9739,9547,10477,9378,10845,11281,12557,11302,11119,11564,12079,11898,10806,11035,11672,10677,11880,10487,12515,12901,13597,13349,12255,12848,11974,11397,11096,9811,11273,12527,13650,13029,12962,12573,13338,14015,12098,12602,10939,12020,13575,13497,14222,12581,12712,12260,12796,13074,11514,11197,12116,11234,12545,12186,13640,11663,12209,11740,12483,12410,11078,10960,,,,,,,,,,
North Carolina Clearances,6944,5666,6092,6374,5286,6459,6351,6294,6037,6904,6634,6693,6183,5708,5911,6327,6101,7098,6473,7267,6886,6706,6499,6217,6326,6050,4989,6941,5621,6793,6186,7062,6288,6462,6435,6217,6374,5563,5170,6587,6032,6241,6369,7001,5498,6248,5382,5536,5482,4745,4216,4187,4494,4883,5125,5856,5398,5204,5360,5663,5546,5062,5049,5640,4954,5392,4991,5765,5438,6080,5826,5398,5596,5213,4926,4996,4463,5090,5288,5727,5688,5622,5619,5918,5998,5299,5508,4870,5180,6128,5634,6047,5399,5336,4973,5030,5043,4553,4476,4850,4619,5286,4927,5718,4817,4643,4946,5147,4891,4465,4444,,,,,,,,,,
