series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Connecticut,3227,2838,2763,2629,2311,2785,2806,3446,3124,3228,3213,2970,2919,2645,2656,2779,2467,2996,2806,3284,3065,3107,3172,2942,2973,2686,2739,2777,2336,2686,2948,3251,3198,3391,3268,3181,3233,2860,2863,2848,2492,2856,2969,3315,3117,3109,3159,3050,3020,2753,2752,2679,2238,2638,2718,3077,2934,2967,3065,2971,2953,2742,2719,2758,2513,2652,2041,2722,2983,3035,3071,2882,2902,2442,2525,2476,2154,2564,2508,3056,2903,2918,2905,2845,2956,2660,2640,2405,2571,2688,2547,2863,2891,2922,2680,2622,2616,2551,2383,2652,2248,2510,2359,2940,2546,2768,2604,2470,2567,2192,2364,,,,,,,,,,
Connecticut Clearances,1888,1751,1682,1673,1495,1821,1735,2089,1964,1986,2116,1823,1839,1704,1832,1846,1689,1987,1865,2170,1920,2085,1976,1919,1930,1716,1811,1850,1592,1880,1888,2116,2081,2210,2178,1924,2003,1845,1782,1917,1733,1953,1947,2108,1834,1984,2012,1859,1830,1696,1558,1718,1510,1667,1691,1924,1785,1847,1893,1743,1814,1709,1703,1742,1615,1707,1192,1642,1692,1747,1747,1766,1711,1526,1503,1576,1471,1621,1644,1785,1812,1866,1812,1793,1752,1707,1647,1544,1679,1809,1677,1818,1910,1803,1777,1619,1647,1622,1570,1658,1455,1706,1471,1702,1616,1712,1715,1532,1598,1439,1482,,,,,,,,,,
