series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
New York,13821,12492,12439,12004,10101,12272,12646,14742,13781,15246,15288,14059,13280,12887,13034,12187,11048,12807,12702,14063,14148,14561,14198,13266,13136,12212,11937,12210,10537,11597,12063,13584,13581,13906,13290,12989,13035,11460,11225,11395,10444,11866,11569,13746,13140,13863,13235,12994,12277,10943,11252,10798,9975,11223,11477,12985,13114,13981,13200,12763,12432,11186,11153,11900,10803,11086,9160,11491,12796,13860,13959,12414,12773,11563,11132,3080,3065,3738,3979,4521,4576,4507,4370,4234,4527,3871,3917,12264,11864,13570,13497,15354,15811,16217,15266,13878,14319,13025,12645,27134,24237,27747,28135,31023,30238,30256,29029,27668,29319,26219,26330,,,,,,,,,,
New York Clearances,7615,6787,6359,6832,5903,6988,7054,8014,7602,8443,8123,7649,7366,7128,7011,7094,6463,7587,6972,7536,7582,7840,7647,7063,7049,6376,6380,6850,5945,6664,6642,7368,7399,7453,7247,7044,7051,6252,5973,6475,5912,6587,6476,7289,6961,7546,7311,6888,6531,5912,5822,6057,5541,6250,6342,6955,6866,7373,6860,6577,6483,5765,5581,6156,5614,5622,4348,5872,5561,6032,6427,5829,5982,5529,5661,1094,1156,1421,1502,1568,1697,1603,1531,1565,1577,1423,1397,3117,2997,3462,3358,3607,3850,3935,3791,3392,3432,3296,3133,10255,9202,10224,10555,10985,11046,10993,10815,10174,10712,10011,9637,,,,,,,,,,
