series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
District of Columbia,2270,1857,1597,1877,1501,1922,2032,2414,2087,2387,2286,2187,2272,2127,1855,1981,1862,2217,2107,2400,2479,2254,2120,2228,2332,1924,1976,1928,1717,1781,2036,2084,1985,2088,1936,2099,2086,1836,1773,1765,1598,1857,2053,2044,2033,2047,2099,2099,2062,1803,1794,1771,1556,1745,1964,2183,2113,2173,2139,2236,2137,1925,1900,1857,1752,1748,1370,1779,1776,1846,1820,1777,1881,1696,1536,67,74,91,116,134,122,124,2066,2069,2156,1932,1866,1629,1656,1767,1803,1938,1834,1920,1900,1964,1975,1937,1880,2080,1915,2112,2187,2408,2402,2132,2390,2295,2484,2153,1995,,,,,,,,,,
District of Columbia Clearances,867,761,634,977,843,1002,954,1020,1028,1175,887,218,280,287,295,639,918,1834,1023,1167,1265,1101,1086,1133,1165,976,1067,680,845,1017,1146,1473,1104,1131,1163,1113,1085,1045,1148,971,902,1128,1140,1148,1111,1083,1078,1085,1078,1004,1067,999,898,1108,1055,1119,1067,1110,1063,1079,1056,1159,1357,1138,1057,984,817,904,807,846,797,927,860,749,1727,39,49,73,71,91,81,75,602,573,664,603,704,622,639,684,681,826,760,830,879,785,820,890,859,906,812,907,850,972,815,685,1045,953,1007,931,1006,,,,,,,,,,
