series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Massachusetts,6980,6267,6967,5848,4999,6352,6306,7623,6918,7418,7220,6947,6546,6226,6120,6108,5578,6574,6618,7115,7127,7326,6930,6488,6618,6070,5847,5930,5200,5741,6262,6740,6660,6858,6661,6690,6750,6060,6034,5889,5347,6176,5815,6989,6728,6861,6256,6676,6167,5563,5940,5591,4948,5875,5705,6481,6436,6800,6462,6523,6991,6191,6042,6396,5561,5528,4599,5473,6017,6675,6747,5945,5735,5184,5265,4875,4491,5289,5433,6211,6467,6532,6494,6469,6812,5786,5734,5602,5211,6195,5853,6767,6540,6932,6494,6551,6596,5999,5730,5947,5296,6182,6230,6979,6391,6371,6362,6035,6364,5392,5502,,,,,,,,,,
Massachusetts Clearances,3050,2756,3122,2712,2267,2848,2723,3283,3110,3312,3115,2858,2623,2572,2563,2794,2589,2899,3013,3131,3228,3362,3192,2861,2848,2732,2599,2834,2417,2645,2861,3005,3029,3200,3156,2952,2949,2757,2719,2690,2383,2881,2612,3092,2931,3189,2955,3001,2841,2575,2626,2573,2341,2619,2536,2907,2916,3146,2992,2834,2643,2469,2627,2844,2392,2419,2030,2535,2518,2679,2843,2493,2368,2226,2259,2162,1945,2284,2222,2537,2715,2896,2718,2574,2751,2477,2436,2373,2253,2589,2495,2802,2824,3028,2823,2710,2753,2693,2541,2731,2321,2551,2757,2872,2555,2895,2736,2565,2703,2384,2400,,,,,,,,,,
