series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
New Hampshire,1495,1192,1207,1217,996,1282,1420,1469,1444,1374,1404,1398,1378,1297,1307,1239,1051,1293,1200,1519,1325,1315,1369,1407,1351,1112,1144,1250,1107,1309,1328,1595,1371,1422,1391,1391,1397,1359,1184,1323,1217,1321,1311,1569,1434,1443,1392,1461,1343,1247,1202,1266,1113,1287,1323,1446,1400,1365,1277,1461,1453,1248,1151,1318,1108,1280,995,1241,1285,1313,1327,1276,1208,1088,1039,1014,1063,1216,1176,1461,1324,1183,1215,1317,1465,1195,1263,1109,1128,1304,1254,1392,1247,1273,1313,1263,1283,1194,1115,1126,1071,1107,1134,1158,984,1045,1074,1162,1213,1039,929,,,,,,,,,,
New Hampshire Clearances,665,572,601,576,517,568,618,682,700,686,673,663,648,630,635,608,515,610,618,644,585,662,674,660,590,569,567,627,591,612,636,760,702,697,734,645,649,688,597,664,615,679,603,718,766,774,739,664,633,608,598,595,530,632,649,680,741,763,661,657,698,602,600,583,542,633,524,603,641,640,672,636,578,566,528,507,555,540,527,613,608,528,560,551,558,454,551,520,525,500,570,572,590,623,638,505,512,536,554,513,465,461,482,468,443,524,566,474,473,489,463,,,,,,,,,,
