series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
North Dakota,897,820,848,775,727,776,816,877,785,864,1027,888,878,703,755,798,680,742,806,910,863,871,936,918,958,758,765,934,724,774,824,864,840,967,939,902,955,785,750,856,760,833,850,1052,956,1048,909,924,926,751,814,818,755,935,907,963,999,872,1076,900,968,939,839,962,842,1003,930,1150,1193,1332,1251,1015,1060,923,948,997,968,1017,1019,1137,1024,1198,1073,1157,1035,946,904,942,845,996,965,1148,1000,1107,1039,1033,1071,831,903,949,866,906,972,1188,1078,1129,1092,1161,986,919,869,,,,,,,,,,
North Dakota Clearances,479,455,517,421,429,429,430,479,377,424,425,403,467,389,400,446,385,398,452,460,465,479,498,478,513,385,397,484,354,437,433,483,384,430,482,398,476,350,380,427,360,419,388,526,502,520,444,435,475,429,401,414,407,462,453,501,493,423,500,410,496,473,411,483,418,492,476,509,518,579,557,470,493,387,426,422,454,467,459,475,409,512,435,530,477,406,437,447,370,464,458,569,514,499,507,510,541,408,509,467,440,486,489,570,509,540,549,524,519,487,399,,,,,,,,,,
