series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Kansas,2652,2534,4950,2955,2662,5171,3342,3448,5841,3363,3452,5816,3103,2842,5259,3045,2790,4386,3318,3347,4497,3385,3459,4678,3282,2833,3964,3180,3005,4378,3284,3812,4996,3454,3168,4737,3388,3167,4445,3290,3100,4777,3553,3815,4879,3416,3477,4945,3407,2946,4418,3069,2806,4441,3547,3770,4589,3582,3494,4614,3653,3354,4217,3869,3408,3643,3238,4062,4336,4236,4072,3800,3787,3451,3305,3825,3340,3881,3940,4360,4117,3750,4297,4115,3772,3600,3766,3171,3187,3940,4049,4381,4165,4244,4157,4412,4133,3651,3575,3825,3307,3929,4206,4567,4028,4015,4197,4061,3983,3386,2996,,,,,,,,,,
Kansas Clearances,1120,1061,2116,1516,1344,2247,1484,1533,2410,1595,1520,2331,1369,1367,1969,1374,1305,2068,1466,1463,2155,1510,1727,2170,1441,1317,1975,1503,1338,2307,1453,1721,2569,1618,1608,2483,1539,1317,2140,1122,739,1318,438,486,1359,513,620,1487,614,630,1584,1199,1321,2352,1536,1653,2120,1687,1619,2056,1632,1504,1933,1729,1617,1750,1575,1870,1892,1972,1938,1791,1847,1636,1673,1756,1622,1907,1866,1907,1954,1840,2033,1938,1665,1594,1691,1482,1498,1698,1675,1805,1843,1878,1910,1921,1945,1679,1656,1730,1471,1721,1747,2008,1701,1853,1814,1749,1702,1546,1540,,,,,,,,,,
