series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Wisconsin,3627,3266,3377,3374,2815,3368,3585,3762,3751,4026,3933,3746,3659,3512,3335,3600,3292,3652,3536,3973,3719,3999,3797,3792,3878,3465,3390,3838,3247,3720,3900,4304,4138,4556,3980,4255,4054,3952,3689,3852,3456,3947,3585,4188,3872,4158,4041,3897,3968,3561,3614,3499,3168,3603,3869,4244,3906,4333,4064,4160,4155,3762,3954,3929,3623,3803,3170,4148,4581,4869,4619,4286,4119,4021,3852,3994,3451,3984,4101,4640,4567,4802,4411,4364,4598,3888,3881,3743,3660,4191,4282,4664,4363,4693,4264,4423,4774,4008,3825,3960,3604,4076,4272,4491,4038,4545,4250,4518,4187,3846,3956,,,,,,,,,,
Wisconsin Clearances,2278,2050,2037,2223,1897,2261,2249,2305,2328,2410,2381,2335,2272,2197,2101,2215,2228,2351,2237,2528,2399,2427,2378,2397,2360,2150,2162,2469,2130,2376,2433,2560,2478,2826,2517,2508,2510,2499,2405,2426,2202,2495,2290,2513,2326,2492,2383,2389,2360,2198,2220,2190,2004,2210,2333,2517,2374,2570,2422,2544,2492,2379,2412,2522,2315,2309,2017,2464,2438,2752,2629,2454,2360,2260,2147,2476,2339,2714,2505,2740,2701,2865,2663,2592,2723,2333,2428,2369,2246,2560,2546,2963,2719,2809,2672,2554,2664,2495,2564,2591,2301,2600,2598,2736,2446,2736,2670,2651,2610,2420,2629,,,,,,,,,,
