series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Maryland,7197,5201,6284,6009,5359,6352,6560,7891,5723,5899,5734,5918,7337,6958,6696,6248,5703,6879,7267,8137,7200,6837,7122,7529,7373,6749,6932,7219,6638,7109,7488,7920,7504,7462,7157,7367,7703,6800,6984,6746,6155,6844,7287,7905,7190,7110,7144,7335,8138,7099,7130,6983,6393,7358,7357,7882,7481,7058,7060,7468,7241,6776,6289,6803,6315,6498,4873,5917,6497,6730,6571,5667,5906,5325,5939,2401,2232,2653,2631,3099,2994,4797,4459,4965,5237,4567,4571,6480,6498,7116,6818,7290,7189,7121,6680,7170,7142,6636,6424,6746,6111,7140,7230,7887,6765,6523,7045,7172,7745,6484,6855,,,,,,,,,,
Maryland Clearances,4249,2664,3454,3537,3270,3707,3877,4329,2847,2905,2783,2962,4130,3851,3486,3499,3298,3890,4083,4560,3951,3621,3797,4525,4196,3789,3955,3828,3750,4026,3928,4251,3852,3730,3760,4045,4097,3727,4220,3887,3567,3911,3962,4135,3956,3886,3516,3857,4439,3774,3717,3912,3637,4139,4170,4153,3787,3631,3593,3980,3915,3677,3404,3785,3441,3544,2678,3026,3178,3527,3186,2278,2298,2093,2377,652,641,745,743,894,894,1268,1193,1470,1481,1410,1347,1970,1983,2166,2012,2255,2176,2124,2136,2379,2205,2050,1802,2001,1971,2349,2169,2379,2182,2063,2317,2254,2590,2192,2190,,,,,,,,,,
