series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Kentucky,3466,3227,3153,3451,2786,3539,3644,4098,3756,3978,4071,3874,3888,3630,3652,3574,3350,3990,3974,4083,3905,3815,4024,3873,3829,3500,3427,3747,3414,3719,4050,4285,3878,4064,4040,3971,3940,3694,3328,3717,3367,3828,3630,4213,3899,3690,4099,4022,3993,3441,3581,3547,3124,3588,3787,4145,3899,4206,4265,4360,3982,3552,3505,3752,3323,3591,3490,4409,4861,4829,4431,4100,4037,3688,3598,3955,3208,3838,3972,4469,4305,4255,4151,4122,4316,3684,3698,2381,2195,3253,3884,4324,3948,4154,4151,4382,4145,3661,3597,4033,3640,4052,3947,4256,4045,4100,4337,4291,4150,3656,3595,,,,,,,,,,
Kentucky Clearances,1775,1905,1667,1944,1702,1778,1915,2106,1842,2036,2206,1926,1940,1831,1980,1951,1942,2183,2019,2017,1991,1918,2073,1738,1857,1797,1870,1985,2129,1994,2062,2203,2098,2018,2142,2012,2071,1906,1777,2009,1764,2103,1900,2128,1976,2036,2228,2046,2020,1937,1909,2028,1774,1859,2014,2198,2094,2251,2153,2195,2056,1909,1939,2091,1911,1977,1835,2173,2143,2261,2156,1936,2002,1809,1840,2015,1767,1950,1950,1918,1905,1832,1776,1779,1962,1756,1693,1160,974,1693,1812,1842,1831,2034,1886,2017,1920,1751,1813,2098,1820,1721,1583,1775,1688,1824,1987,1906,1923,1806,1798,,,,,,,,,,
