series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Ohio,12860,11094,10914,10870,9383,12750,13388,15540,14284,15217,14953,14159,12982,10873,9955,12081,11132,13387,13040,14732,14487,14884,14666,14157,13832,12554,11359,13293,11601,12705,14549,15171,15185,15657,14834,14654,14660,12995,11989,12593,11888,13336,13941,16184,14612,15781,15707,15139,14289,12456,12758,12446,11612,13527,14203,15712,14871,15741,15556,15726,14357,12966,13337,13314,12260,13112,11944,14904,16269,16686,16192,14272,14127,12792,12269,12344,11154,13306,13644,15495,14793,15496,15096,14487,14696,12310,12562,12320,11613,13942,14429,16298,15315,15821,15212,14682,14502,12741,12141,13350,12197,13291,14142,15339,13984,14094,13831,13748,13387,11302,11283,,,,,,,,,,
Ohio Clearances,4634,4028,4026,4239,3788,4602,4527,5166,4800,4996,4928,4698,4582,3951,3750,4081,3824,4480,4410,4857,4954,4760,4963,4535,4444,4082,3801,4382,4025,4322,4769,4915,17789,5049,4667,4569,4701,4318,4001,4264,4084,4491,4569,5193,4597,5137,5069,4888,4779,4229,4350,4346,3997,4747,4776,4898,4779,5129,5027,5217,4656,4293,4423,4638,4121,4495,4052,4670,4761,4944,4919,4422,4300,3857,3946,3821,3565,3981,4045,4376,4212,4474,4236,4218,4330,3845,3854,3955,3847,4404,4594,5049,4810,4767,4893,4486,4567,4188,4069,4423,4124,4555,4497,4909,4440,4392,4490,4419,4120,3624,3744,,,,,,,,,,
