series,"10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024"
Idaho,1315,1153,1295,1335,1136,1332,1251,1472,1475,1412,1552,1447,1401,1186,1256,1284,1298,1321,1453,1511,1479,1562,1588,1374,1392,1207,1238,1347,1257,1367,1503,1503,1448,1674,1683,1570,1451,1360,1404,1421,1323,1481,1494,1721,1559,1662,1647,1615,1581,1353,1426,1551,1369,1412,1421,1637,1548,1617,1512,1489,1413,1387,1423,1537,1461,1423,1335,1488,1518,1726,1769,1471,1452,1325,1246,1458,1227,1358,1533,1606,1544,1627,1574,1517,1510,1359,1279,1413,1271,1469,1474,1681,1534,1637,1659,1783,1708,1417,1522,1425,1401,1393,1456,1627,1484,1655,1510,1515,1440,1402,1374,,,,,,,,,,
Idaho Clearances,789,733,862,896,815,909,851,953,1039,987,1024,1113,1042,837,854,798,852,802,989,1017,1001,991,1010,908,833,876,835,915,874,901,891,930,1008,1075,1058,1021,902,947,867,929,733,954,885,1026,997,960,958,1038,963,957,1100,1087,980,1146,869,1088,905,880,885,876,827,806,888,1001,916,1053,817,812,839,1009,1048,923,847,737,799,853,707,982,901,957,968,966,897,904,859,797,811,803,750,903,844,896,816,841,878,953,888,686,847,993,1026,1118,939,947,933,954,935,915,806,888,901,,,,,,,,,,
