title,budget,revenue,runtime,imdbRating,Month,Age Rating,RT_Rating,,TV Movie,Documentary,Western,Action,Thriller,Crime,Adventure,Drama,Family,Horror,Music,Comedy,Romance,War,Fantasy,Animation,Mystery,History,Science Fiction,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Washington,West Virginia,Wisconsin,Wyoming,Poster_Features
In the Heart of the Sea,1.834718707274859,0.11413573141551107,0.6943865962595512,0.5387468819112778,11-2015,2.0,-0.5134318614087464,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,"[0.0000000e+00 0.0000000e+00 6.7329651e-04 ... 2.3959603e+00 0.0000000e+00
 0.0000000e+00]"
Carol,-0.335377321052473,-0.2089044793567516,0.5181687243577178,0.8374211382970533,11-2015,3.0,1.4058010777890086,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.        0.        0.        ... 2.2366147 0.        0.       ]
The Peanuts Movie,1.8101144439151386,1.0312704594106676,-0.8034653149060336,0.6383049673732027,11-2015,0.0,1.1423769488795124,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.       0.       0.       ... 2.556709 0.       0.      ]
Heist,-0.4067296847956619,-0.4267116375103307,-0.5831929750287417,-0.25771780178412496,11-2015,3.0,-1.0026481008120955,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.       0.       0.       ... 2.773403 0.       0.      ]
Krampus,-0.256643678301368,-0.07934632612418153,-0.3629206351514498,-0.15815971632219916,11-2015,2.0,0.3521045621510253,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,"[0.0000000e+00 0.0000000e+00 1.1008418e-03 ... 2.3158648e+00 0.0000000e+00
 0.0000000e+00]"
The Night Before,-0.010601044704164824,-0.1359017740904186,-0.2307572312250747,0.040956454601651524,11-2015,3.0,0.4273685989823099,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.         0.         0.01082283 ... 3.3460245  0.         0.        ]
The Danish Girl,-0.256643678301368,-0.0648761015722271,0.5622231923331761,0.7378630528351277,11-2015,3.0,0.3521045621510253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,"[0.0000000e+00 0.0000000e+00 1.3255587e-04 ... 1.9130747e+00 0.0000000e+00
 0.0000000e+00]"
Spotlight,-0.1336223615027664,0.14285480950102808,1.0027678720877597,1.7334439074543802,11-2015,3.0,1.518697133035935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.        0.        0.0375176 ... 2.466707  0.        0.       ]
Concussion,0.23544158889303832,-0.1481385141568441,0.7384410642350095,0.7378630528351277,11-2015,2.0,0.051048414825887345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.        0.        0.0536081 ... 2.0222065 0.        0.       ]
A Bigger Splash,-0.6257076286971727,-0.40596332509623184,0.8265500001859264,0.040956454601651524,11-2015,3.0,1.2176409857107973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.         0.         0.02663592 ... 2.3589425  0.         0.        ]
Victor Frankenstein,0.3584629056916399,-0.2453029050640428,0.12167851257859233,-0.45683397270797477,11-2015,2.0,1.631593188282862,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.        0.        0.        ... 2.2975786 0.        0.       ]
High-Rise,-0.6257076286971727,-0.4255731459443579,0.5622231923331761,-0.8550663145556762,11-2015,3.0,0.0886804332415298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.         0.         0.01164505 ... 1.9374815  0.         0.        ]
Love the Coopers,-0.20743515158192735,-0.1959296893747753,0.03356957662767558,-0.5563920581699006,11-2015,2.0,-1.4542323217998028,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.        0.        0.        ... 2.2885504 0.        0.       ]
"Hello, My Name Is Doris",-0.6011033653374523,-0.36312890012005794,-0.49508403907782494,0.24007262552550132,11-2015,3.0,1.0671129120482281,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.        0.        0.        ... 1.9929274 0.        0.       ]
By the Sea,-0.37966499509996954,-0.42895313046758365,0.6943865962595512,-1.0541824854795268,11-2015,3.0,-0.8144880087338844,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8373.0,1202.0,7379.0,4303.0,32637.0,4145.0,2645.0,1484.0,2127.0,10278.0,1491.0,1186.0,4174.0,5182.0,2333.0,2842.0,3630.0,6522.0,865.0,6958.0,6226.0,11354.0,3405.0,1753.0,7239.0,896.0,1748.0,4115.0,1297.0,6213.0,2248.0,12887.0,9071.0,703.0,10873.0,3971.0,1412.0,9817.0,878.0,7607.0,840.0,11774.0,32988.0,2449.0,301.0,6313.0,1215.0,3512.0,481.0,[0.         0.         0.00669861 ... 1.8991983  0.         0.        ]
Beast,-0.6257076286971727,-0.11420059805493901,-0.5831929750287417,-0.7555082290937513,08-2022,3.0,0.4650006173979523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7246.0,1267.0,8741.0,5488.0,42059.0,6430.0,2680.0,1366.0,1900.0,12075.0,1456.0,1659.0,15709.0,6948.0,2925.0,4157.0,4151.0,6379.0,1145.0,6680.0,6494.0,14090.0,4251.0,2050.0,7546.0,1302.0,2365.0,5887.0,1313.0,6670.0,3683.0,15266.0,12260.0,1039.0,15212.0,6098.0,3893.0,9046.0,800.0,8493.0,1201.0,12783.0,40677.0,3389.0,412.0,7997.0,1341.0,4264.0,492.0,[0.         0.         0.02103788 ... 1.7975445  0.         0.        ]
After Ever Happy,-0.6257076286971727,-0.3763288967568834,-0.49508403907782494,-1.651530998251078,08-2022,3.0,-2.131608653281363,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7246.0,1267.0,8741.0,5488.0,42059.0,6430.0,2680.0,1366.0,1900.0,12075.0,1456.0,1659.0,15709.0,6948.0,2925.0,4157.0,4151.0,6379.0,1145.0,6680.0,6494.0,14090.0,4251.0,2050.0,7546.0,1302.0,2365.0,5887.0,1313.0,6670.0,3683.0,15266.0,12260.0,1039.0,15212.0,6098.0,3893.0,9046.0,800.0,8493.0,1201.0,12783.0,40677.0,3389.0,412.0,7997.0,1341.0,4264.0,492.0,[0.         0.         0.02270204 ... 2.1766796  0.         0.        ]
The Invitation,-0.37966499509996954,-0.24891152242287778,-0.05453935932324117,-1.0541824854795268,08-2022,2.0,-0.9650160823964533,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7246.0,1267.0,8741.0,5488.0,42059.0,6430.0,2680.0,1366.0,1900.0,12075.0,1456.0,1659.0,15709.0,6948.0,2925.0,4157.0,4151.0,6379.0,1145.0,6680.0,6494.0,14090.0,4251.0,2050.0,7546.0,1302.0,2365.0,5887.0,1313.0,6670.0,3683.0,15266.0,12260.0,1039.0,15212.0,6098.0,3893.0,9046.0,800.0,8493.0,1201.0,12783.0,40677.0,3389.0,412.0,7997.0,1341.0,4264.0,492.0,"[0.0000000e+00 0.0000000e+00 1.3724882e-04 ... 1.8956931e+00 0.0000000e+00
 0.0000000e+00]"
Three Thousand Years of Longing,0.8505481728860462,-0.3316185023328804,0.07762404460313396,0.3396307109874271,08-2022,3.0,0.5402646542292365,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7246.0,1267.0,8741.0,5488.0,42059.0,6430.0,2680.0,1366.0,1900.0,12075.0,1456.0,1659.0,15709.0,6948.0,2925.0,4157.0,4151.0,6379.0,1145.0,6680.0,6494.0,14090.0,4251.0,2050.0,7546.0,1302.0,2365.0,5887.0,1313.0,6670.0,3683.0,15266.0,12260.0,1039.0,15212.0,6098.0,3893.0,9046.0,800.0,8493.0,1201.0,12783.0,40677.0,3389.0,412.0,7997.0,1341.0,4264.0,492.0,[0.         0.         0.00355183 ... 2.5269446  0.         0.        ]
Bodies Bodies Bodies,-0.5518948386180118,-0.3677018458597943,-0.5391385070532833,-0.15815971632219916,08-2022,3.0,1.1047449304638703,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7246.0,1267.0,8741.0,5488.0,42059.0,6430.0,2680.0,1366.0,1900.0,12075.0,1456.0,1659.0,15709.0,6948.0,2925.0,4157.0,4151.0,6379.0,1145.0,6680.0,6494.0,14090.0,4251.0,2050.0,7546.0,1302.0,2365.0,5887.0,1313.0,6670.0,3683.0,15266.0,12260.0,1039.0,15212.0,6098.0,3893.0,9046.0,800.0,8493.0,1201.0,12783.0,40677.0,3389.0,412.0,7997.0,1341.0,4264.0,492.0,[0.      0.      0.      ... 2.17622 0.      0.     ]
Easter Sunday,-0.20743515158192735,-0.37269095514444245,-0.4510295711023666,-1.0541824854795268,08-2022,2.0,-0.6263279166556731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7246.0,1267.0,8741.0,5488.0,42059.0,6430.0,2680.0,1366.0,1900.0,12075.0,1456.0,1659.0,15709.0,6948.0,2925.0,4157.0,4151.0,6379.0,1145.0,6680.0,6494.0,14090.0,4251.0,2050.0,7546.0,1302.0,2365.0,5887.0,1313.0,6670.0,3683.0,15266.0,12260.0,1039.0,15212.0,6098.0,3893.0,9046.0,800.0,8493.0,1201.0,12783.0,40677.0,3389.0,412.0,7997.0,1341.0,4264.0,492.0,[0.        0.        0.        ... 2.8024244 0.        0.       ]
Missing,-0.6011033653374523,-0.19850030041284814,0.2097874485295091,0.7378630528351277,01-2023,2.0,1.1800089672951553,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7116.0,1194.0,7933.0,5084.0,39864.0,5708.0,2652.0,1392.0,2080.0,11394.0,998.0,1425.0,15079.0,6608.0,2759.0,3825.0,4033.0,6335.0,1018.0,6746.0,5947.0,12535.0,3919.0,1700.0,7069.0,1129.0,1300.0,5353.0,1126.0,6545.0,3272.0,27134.0,12116.0,949.0,13350.0,5326.0,3443.0,8481.0,728.0,8071.0,1110.0,12061.0,38530.0,2968.0,311.0,7454.0,1332.0,3960.0,554.0,[0.        0.        0.        ... 2.4752946 0.        0.       ]
Operation Fortune: Ruse de Guerre,0.6045055392888431,-0.2358330257427793,0.3419508524558842,-0.05860163086027426,01-2023,3.0,-0.21237571408360847,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7116.0,1194.0,7933.0,5084.0,39864.0,5708.0,2652.0,1392.0,2080.0,11394.0,998.0,1425.0,15079.0,6608.0,2759.0,3825.0,4033.0,6335.0,1018.0,6746.0,5947.0,12535.0,3919.0,1700.0,7069.0,1129.0,1300.0,5353.0,1126.0,6545.0,3272.0,27134.0,12116.0,949.0,13350.0,5326.0,3443.0,8481.0,728.0,8071.0,1110.0,12061.0,38530.0,2968.0,311.0,7454.0,1332.0,3960.0,554.0,[0.       0.       0.       ... 2.355644 0.       0.      ]
Infinity Pool,-0.5149884435784313,-0.4208202925969751,0.5181687243577178,-0.35727588724604986,01-2023,3.0,1.1423769488795124,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7116.0,1194.0,7933.0,5084.0,39864.0,5708.0,2652.0,1392.0,2080.0,11394.0,998.0,1425.0,15079.0,6608.0,2759.0,3825.0,4033.0,6335.0,1018.0,6746.0,5947.0,12535.0,3919.0,1700.0,7069.0,1129.0,1300.0,5353.0,1126.0,6545.0,3272.0,27134.0,12116.0,949.0,13350.0,5326.0,3443.0,8481.0,728.0,8071.0,1110.0,12061.0,38530.0,2968.0,311.0,7454.0,1332.0,3960.0,554.0,"[0.0000000e+00 0.0000000e+00 1.3490623e-03 ... 1.7719257e+00 0.0000000e+00
 0.0000000e+00]"
Plane,-0.010601044704164824,-0.14430763461133514,0.03356957662767558,0.14051454006357642,01-2023,3.0,0.8036887831387324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7116.0,1194.0,7933.0,5084.0,39864.0,5708.0,2652.0,1392.0,2080.0,11394.0,998.0,1425.0,15079.0,6608.0,2759.0,3825.0,4033.0,6335.0,1018.0,6746.0,5947.0,12535.0,3919.0,1700.0,7069.0,1129.0,1300.0,5353.0,1126.0,6545.0,3272.0,27134.0,12116.0,949.0,13350.0,5326.0,3443.0,8481.0,728.0,8071.0,1110.0,12061.0,38530.0,2968.0,311.0,7454.0,1332.0,3960.0,554.0,"[0.0000000e+00 0.0000000e+00 4.0782228e-04 ... 2.0515718e+00 0.0000000e+00
 0.0000000e+00]"
Sonic the Hedgehog 2,2.080761340872062,1.973161468954457,0.6943865962595512,0.14051454006357642,04-2022,1.0,0.4273685989823099,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.         0.         0.00983986 ... 2.6814497  0.         0.        ]
Fantastic Beasts: The Secrets of Dumbledore,4.29514504324689,1.9990173799062754,1.5754759557687188,-0.15815971632219916,04-2022,2.0,-0.4005358061618197,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.         0.         0.00825417 ... 1.9777462  0.         0.        ]
Memory,-0.6257076286971727,-0.3833575048691203,0.3419508524558842,-0.6559501436318255,04-2022,3.0,-1.040280119227738,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.         0.         0.01365445 ... 2.381646   0.         0.        ]
The Northman,1.0965908064832492,-0.03211008982546512,1.355203615891427,0.6383049673732027,04-2022,3.0,1.2552730041264395,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.         0.         0.00248571 ... 2.0538564  0.         0.        ]
The Unbearable Weight of Massive Talent,0.11242027209443675,-0.27607818536103,0.03356957662767558,0.6383049673732027,04-2022,3.0,1.1423769488795124,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.         0.         0.02492681 ... 2.2933025  0.         0.        ]
The Twin,-0.5612444586947055,-0.44843687508942615,0.12167851257859233,-1.2532986564033775,04-2022,-1.0,-0.588695898240031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.         0.         0.02112409 ... 2.1858258  0.         0.        ]
Marmaduke,-0.6257076286971727,-0.44309053979462903,-0.8034653149060336,-2.9457861092561064,04-2022,-1.0,-2.131608653281363,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.         0.         0.01378845 ... 2.0708687  0.         0.        ]
Father Stu,-0.5272905752582915,-0.3213909975008972,0.782495532210468,0.14051454006357642,04-2022,2.0,-0.5134318614087464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.        0.        0.        ... 2.3517818 0.        0.       ]
Downton Abbey: A New Era,0.3584629056916399,0.07848443590599613,0.8265500001859264,1.036537309220904,04-2022,1.0,1.1423769488795124,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.         0.         0.02566341 ... 2.1312752  0.         0.        ]
UFC 273: Volkanovski vs The Korean Zombie,-0.6257076286971727,-0.43002309239694675,-4.6802584967463705,0.040956454601651524,04-2022,-1.0,0.0886804332415298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6711.0,1270.0,8816.0,5779.0,38211.0,6198.0,2547.0,1361.0,1803.0,11696.0,1288.0,1474.0,13830.0,6017.0,2381.0,4049.0,3884.0,6756.0,1042.0,6818.0,5853.0,13312.0,4080.0,2227.0,7330.0,1170.0,2412.0,5528.0,1254.0,6061.0,3518.0,13497.0,13497.0,965.0,14429.0,5586.0,3391.0,9713.0,737.0,8464.0,967.0,12457.0,42857.0,3089.0,310.0,7345.0,1357.0,4282.0,468.0,[0.         0.         0.00823705 ... 2.3665273  0.         0.        ]
