title,budget,revenue,runtime,imdbRating,Month,Age Rating,RT_Rating,,TV Movie,Documentary,Western,Action,Thriller,Crime,Adventure,Drama,Family,Horror,Music,Comedy,Romance,War,Fantasy,Animation,Mystery,History,Science Fiction,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Washington,West Virginia,Wisconsin,Wyoming,Poster_Features
War Dogs,0.3584629056916399,0.06785377979030081,0.3419508524558842,0.7378630528351277,08-2016,3.0,0.2015764884884565,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,[0.      0.      0.      ... 2.14491 0.      0.     ]
Ben-Hur,1.834718707274859,0.11498205827733331,0.8265500001859264,-0.6559501436318255,08-2016,2.0,-1.190808192890307,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,[0.        0.        0.        ... 2.4658892 0.        0.       ]
Hell or High Water,-0.33045646838052894,-0.22505894572633667,-0.1867027632496163,1.2356534801447538,08-2016,3.0,1.518697133035935,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,"[0.0000000e+00 0.0000000e+00 4.9452152e-04 ... 1.9412884e+00 0.0000000e+00
 0.0000000e+00]"
Blood Father,-0.3058522050208086,-0.40983343411037376,-0.8034653149060336,0.040956454601651524,08-2016,3.0,1.2176409857107973,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,"[0.0000000e+00 0.0000000e+00 1.2286877e-03 ... 2.0095279e+00 0.0000000e+00
 0.0000000e+00]"
Pete's Dragon,0.9735694896846477,0.4138487513433637,-0.14264829527415793,0.3396307109874271,08-2016,1.0,1.1800089672951553,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,[0.        0.        0.        ... 2.3419425 0.        0.       ]
Nine Lives,0.11242027209443675,-0.10327508566602499,-0.847519782881492,-1.0541824854795268,08-2016,1.0,-1.604760395462372,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,[0.        0.        0.        ... 2.3929412 0.        0.       ]
Anthropoid,-0.6257076286971727,-0.4237009338546911,0.6062776603086345,0.8374211382970533,08-2016,3.0,0.3521045621510253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,[0.        0.        0.        ... 1.6097412 0.        0.       ]
Complete Unknown,-0.6257076286971727,-0.45027253121530614,-0.7153563789551168,-0.9546244000176011,08-2016,3.0,-0.17474369566796602,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,[0.        0.        0.        ... 1.5708324 0.        0.       ]
The Hollars,-0.5322114279302355,-0.4452757265721142,-0.8034653149060336,0.24007262552550132,08-2016,2.0,-0.4005358061618197,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,[0.         0.         0.00481841 ... 2.8158903  0.         0.        ]
Southside with You,-0.5888012336575922,-0.4114858889188081,-1.1559010587097005,-0.05860163086027426,08-2016,2.0,1.2929050225420815,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,[0.         0.         0.00706183 ... 2.0617552  0.         0.        ]
The Carer,-0.6257076286971727,-0.4497828041372725,-0.7594108469305751,0.24007262552550132,08-2016,-1.0,0.38973658056666777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,"[0.0000000e+00 0.0000000e+00 1.3296945e-04 ... 2.0574815e+00 0.0000000e+00
 0.0000000e+00]"
UFC 202: Diaz vs. McGregor 2,-0.6257076286971727,-0.40502969384980336,-4.6802584967463705,2.430350505687858,08-2016,-1.0,0.0886804332415298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9924.0,1494.0,8398.0,5172.0,38190.0,4919.0,3172.0,1653.0,2120.0,12164.0,1403.0,1588.0,5794.0,6267.0,2703.0,3459.0,4024.0,6860.0,1106.0,7122.0,6930.0,14801.0,3786.0,2197.0,7971.0,1072.0,2151.0,5021.0,1369.0,6600.0,2669.0,14198.0,9390.0,936.0,14666.0,4787.0,3255.0,10610.0,927.0,8522.0,1136.0,13806.0,35761.0,2829.0,335.0,7430.0,1701.0,3797.0,563.0,[0.         0.         0.01351163 ... 2.4962847  0.         0.        ]
Scouts Guide to the Zombie Apocalypse,-0.256643678301368,-0.3619166824429658,-0.5831929750287417,-0.05860163086027426,10-2015,3.0,-0.47579984299310396,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.01506068 ... 2.0375252  0.         0.        ]
The Last Witch Hunter,1.5886760736776557,0.43336757668420167,-0.010484891347782795,-0.45683397270797477,10-2015,2.0,-1.4542323217998028,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.03256141 ... 2.5806966  0.         0.        ]
Spectre,5.402336894434304,4.851501122003996,1.8398027636214689,0.439188796449352,10-2015,2.0,0.23920850690409862,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.       0.       0.       ... 2.474888 0.       0.      ]
Woodlawn,-0.33045646838052894,-0.3647266865715132,0.7384410642350095,0.040956454601651524,10-2015,1.0,0.6155286910605211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.01541554 ... 2.0790353  0.         0.        ]
The Lobster,-0.5272905752582915,-0.3571270924895769,0.5181687243577178,0.7378630528351277,10-2015,3.0,1.1423769488795124,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.        ... 1.7770059 0.        0.       ]
My Little Pony: Equestria Girls: Friendship Games,-0.6257076286971727,-0.45005759708133003,-1.5083368025133677,0.14051454006357642,10-2015,-1.0,0.0886804332415298,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.0179659 ... 2.02812   0.        0.       ]
Room,-0.3058522050208086,-0.23823100303323777,0.5181687243577178,1.7334439074543802,10-2015,3.0,1.3681690593733664,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.      0.      0.      ... 2.14999 0.      0.     ]
Bridge of Spies,0.3584629056916399,0.5450131270190322,1.5314214877932604,1.2356534801447538,10-2015,2.0,1.2929050225420815,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.09661856 ... 2.6095219  0.         0.        ]
Paranormal Activity: The Ghost Dimension,-0.37966499509996954,0.01885174773332984,-0.8034653149060336,-1.7510890837130038,10-2015,3.0,-1.5671283770467295,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.        ... 2.6006641 0.        0.       ]
Crimson Peak,0.7275268560874446,-0.001721781290744533,0.5622231923331761,0.14051454006357642,10-2015,3.0,0.6155286910605211,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.00415547 ... 1.9647305  0.         0.        ]
Momentum,-0.1336223615027664,-0.450596561206948,-0.4510295711023666,-0.8550663145556762,10-2015,-1.0,-1.1531761744746647,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.02029307 ... 2.3418841  0.         0.        ]
Freeheld,-0.4534777851791305,-0.44794712392576325,-0.14264829527415793,0.24007262552550132,10-2015,2.0,-0.2500077324992506,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.        ... 1.8187569 0.        0.       ]
The Dressmaker,-0.33217876681570935,-0.3008435953631465,0.5181687243577178,0.6383049673732027,10-2015,3.0,0.0886804332415298,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,"[0.0000000e+00 0.0000000e+00 5.3064676e-04 ... 2.0280352e+00 0.0000000e+00
 0.0000000e+00]"
Burnt,-0.1336223615027664,-0.230975297544256,-0.27481169920053305,0.24007262552550132,10-2015,3.0,-1.0779121376433802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.        ... 1.9901102 0.        0.       ]
Brooklyn,-0.3550607317402492,-0.07761367821317557,0.2097874485295091,1.136095394682829,10-2015,2.0,1.518697133035935,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.      0.      0.      ... 1.94319 0.      0.     ]
Hell & Back,-0.6257076286971727,-0.45044942209788963,-0.8915742508569503,0.040956454601651524,10-2015,-1.0,0.6155286910605211,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.00561706 ... 2.2217064  0.         0.        ]
Steve Jobs,0.11242027209443675,-0.24401086159022503,0.6943865962595512,0.8374211382970533,10-2015,3.0,1.0671129120482281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.        ... 1.8247573 0.        0.       ]
Suffragette,-0.2812479416610883,-0.35504231870041464,-0.010484891347782795,0.5387468819112778,10-2015,2.0,0.6155286910605211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.        ... 1.7634249 0.        0.       ]
Truth,-0.38950670044385766,-0.41898558785345025,0.8265500001859264,0.439188796449352,10-2015,3.0,0.23920850690409862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.        ... 2.6953971 0.        0.       ]
Regression,-0.6257076286971727,-0.3449945107268219,-0.010484891347782795,-0.7555082290937513,10-2015,3.0,-1.604760395462372,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.        ... 2.0175622 0.        0.       ]
Remember,-0.6257076286971727,-0.43943718940087856,-0.5391385070532833,1.136095394682829,10-2015,3.0,0.4650006173979523,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.        0.        0.0057971 ... 2.362084  0.        0.       ]
Rock the Kasbah,-0.256643678301368,-0.4332107591920576,-0.27481169920053305,-0.8550663145556762,10-2015,3.0,-1.8681845243718673,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.01222387 ... 2.1196961  0.         0.        ]
Secret in Their Eyes,-0.14592449318262657,-0.2415233158660113,0.2097874485295091,-0.05860163086027426,10-2015,2.0,-0.6639599350713153,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.01708037 ... 2.004967   0.         0.        ]
Trumbo,-0.256643678301368,-0.4018091381279584,0.782495532210468,1.036537309220904,10-2015,3.0,0.6907927278918057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9373.0,1376.0,7878.0,4733.0,37742.0,4581.0,2919.0,1815.0,2272.0,11475.0,1379.0,1401.0,4650.0,6049.0,2639.0,3103.0,3888.0,7102.0,877.0,7337.0,6546.0,12334.0,3579.0,2099.0,7607.0,992.0,1843.0,4902.0,1378.0,6459.0,2331.0,13280.0,10104.0,878.0,12982.0,4427.0,1683.0,10815.0,865.0,8466.0,1008.0,12352.0,35536.0,2889.0,248.0,6883.0,1431.0,3659.0,526.0,[0.         0.         0.02668805 ... 2.4735954  0.         0.        ]
