title,release_date,original_language,genres,budget,revenue,runtime,year,Rated,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID
Children of a Lesser God,1986-09-13,en,Drama-Romance,0.0,31853080.0,119.0,1986.0,R,posters/Children_of_a_Lesser_God_1986_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80.0,7.2,"18,948",tt0090830
Point Blank,1967-08-30,en,Crime-Thriller-Drama,2500000.0,3200000.0,92.0,1967.0,Approved,posters/Point_Blank_1967_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86.0,7.3,"23,935",tt0062138
The Keep,1983-12-16,en,Drama-Fantasy-Horror,6000000.0,3661757.0,96.0,1983.0,R,posters/The_Keep_1983_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34.0,5.7,"14,639",tt0085780
Tamara Drewe,2010-07-14,en,Comedy-Romance,0.0,12037973.0,111.0,2010.0,R,posters/Tamara_Drewe_2010_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.2,"22,815",tt1486190
Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,en,Drama-History,16800000.0,2312717.0,122.0,2006.0,R,posters/Fur:_An_Imaginary_Portrait_of_Diane_Arbus_2006_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,6.3,"16,448",tt0422295
Bus Stop,1956-08-31,en,Romance-Comedy,220000.0,7270000.0,96.0,1956.0,Approved,posters/Bus_Stop_1956_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,6.3,"12,926",tt0049038
The Perfect Weapon,1991-03-15,en,Action-Drama-Crime,10000000.0,14061361.0,87.0,1991.0,R,posters/The_Perfect_Weapon_1991_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,6.0,"4,980",tt0102655
Benny & Joon,1993-04-16,en,Comedy-Drama,0.0,23202734.0,98.0,1993.0,PG,posters/Benny_&_Joon_1993_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,7.1,"62,591",tt0106387
The Savages,2007-01-19,en,Drama,0.0,10653221.0,114.0,2007.0,R,posters/The_Savages_2007_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85.0,7.1,"38,713",tt0775529
Out Cold,2001-11-21,en,Comedy,24000000.0,14782676.0,89.0,2001.0,PG-13,posters/Out_Cold_2001_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22.0,6.2,"18,641",tt0253798
The Greatest Show on Earth,1952-02-16,en,Drama-Family-Romance,4000000.0,36000000.0,152.0,1952.0,Approved,posters/The_Greatest_Show_on_Earth_1952_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,6.5,"16,226",tt0044672
Paint Your Wagon,1969-10-15,en,Drama-Action-Comedy-Western-Music,20000000.0,31678778.0,164.0,1969.0,PG-13,posters/Paint_Your_Wagon_1969_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,6.6,"15,110",tt0064782
Time Out of Mind,2014-09-07,en,Drama,0.0,166775.0,120.0,2014.0,Unrated,posters/Time_Out_of_Mind_2014_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,5.7,"4,564",tt3505712
Bad Moon,1996-11-01,en,Horror,7000000.0,1100000.0,80.0,1996.0,R,posters/Bad_Moon_1996_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}]",,5.8,"8,390",tt0115610
Gotcha!,1985-05-03,en,Action-Comedy-Thriller,0.0,8800000.0,101.0,1985.0,PG-13,posters/Gotcha!_1985_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38.0,6.2,"9,530",tt0089222
Bulworth,1998-05-15,en,Comedy-Drama,30000000.0,29202884.0,108.0,1998.0,R,posters/Bulworth_1998_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,6.8,"27,519",tt0118798
Where the Heart Is,2000-04-27,en,Comedy-Drama-Romance,15000000.0,33771174.0,120.0,2000.0,PG-13,posters/Where_the_Heart_Is_2000_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30.0,6.7,"36,737",tt0198021
The Birth of a Nation,2016-09-09,en,Drama,8500000.0,15861566.0,120.0,2016.0,R,posters/The_Birth_of_a_Nation_2016_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,6.5,"21,976",tt4196450
Narco,2004-12-01,en,Comedy,823258.0,823258.0,105.0,2004.0,,posters/Narco_2004_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,6.2,"2,855",tt0381442
The Last Days of Disco,1998-05-29,en,Comedy-Drama-Romance,8000000.0,3020601.0,113.0,1998.0,R,posters/The_Last_Days_of_Disco_1998_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,6.7,"14,564",tt0120728
Tormented,2009-05-22,en,Horror-Comedy,0.0,1362653.0,91.0,2009.0,R,posters/Tormented_2009_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}]",,5.1,"6,557",tt1100053
She's Having a Baby,1988-02-05,en,Comedy-Drama-Romance,20000000.0,16000000.0,106.0,1988.0,PG-13,posters/She's_Having_a_Baby_1988_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,6.0,"14,109",tt0096094
Red Rock West,1993-05-14,en,Crime-Drama-Thriller,8000000.0,2500000.0,98.0,1993.0,R,posters/Red_Rock_West_1993_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79.0,7.0,"25,957",tt0105226
October Baby,2011-10-30,en,Drama,1000000.0,5396618.0,107.0,2011.0,PG-13,posters/October_Baby_2011_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32.0,6.6,"7,894",tt1720182
The Way We Were,1973-10-17,en,Drama-Romance,0.0,45000000.0,118.0,1973.0,PG,posters/The_Way_We_Were_1973_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,7.0,"27,957",tt0070903
Postal,2007-10-18,en,Action-Comedy,15000000.0,146741.0,102.0,2007.0,R,posters/Postal_2007_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22.0,4.5,"24,449",tt0486640
12 and Holding,2006-03-31,en,Drama,400000.0,314017.0,90.0,2006.0,,,,,,,
French Kiss,1995-05-05,en,Comedy-Romance,0.0,101982854.0,111.0,1995.0,PG-13,posters/French_Kiss_1995_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50.0,6.6,"53,833",tt0113117
Welcome to Mooseport,2004-02-24,en,Comedy,30000000.0,14000000.0,110.0,2004.0,PG-13,posters/Welcome_to_Mooseport_2004_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33.0,5.3,"13,599",tt0361925
Yellow Submarine,1968-07-17,en,Music-Animation-Adventure-Comedy-Fantasy,250000.0,1273261.0,89.0,1968.0,G,posters/Yellow_Submarine_1968_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79.0,7.4,"28,419",tt0063823
Summer of Sam,1999-07-02,en,Thriller-Drama-Crime,22000000.0,19288130.0,142.0,1999.0,R,posters/Summer_of_Sam_1999_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,6.7,"42,097",tt0162677
11-11-11,2011-11-11,en,Horror-Thriller,0.0,6963872.0,90.0,2011.0,PG-13,posters/11-11-11_2011_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26.0,3.9,"12,647",tt1712159
Parkland,2013-10-02,en,History-Drama,10000000.0,1412181.0,94.0,2013.0,PG-13,posters/Parkland_2013_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.4,"17,703",tt2345112
Hangman,2017-12-22,en,Mystery-Crime-Thriller,0.0,104503.0,98.0,2017.0,R,posters/Hangman_2017_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31.0,5.2,"19,733",tt3011960
Zoo,2018-06-08,en,Family-War-History,4000000.0,231719.0,96.0,2018.0,Not Rated,posters/Zoo_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",,5.5,"2,126",tt7624934
Dan in Real Life,2007-10-26,en,Comedy-Romance-Drama,25000000.0,68474305.0,98.0,2007.0,PG-13,posters/Dan_in_Real_Life_2007_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.8,"107,785",tt0480242
Kevin Hart: What Now?,2016-10-14,en,Comedy,9900000.0,23600000.0,96.0,2016.0,R,posters/Kevin_Hart:_What_Now?_2016_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,5.9,"10,037",tt4669186
The Jazz Singer,1927-10-06,en,Drama-Music,422000.0,2600000.0,89.0,1927.0,Passed,posters/The_Jazz_Singer_1927_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,6.4,"11,206",tt0018037
The Mother,2003-11-14,en,Drama-Romance,2500000.0,1062253.0,112.0,2003.0,R,posters/The_Mother_2003_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,6.7,"4,726",tt0323298
Slow West,2015-05-15,en,Western-Action-Thriller-Drama,2000000.0,229094.0,84.0,2015.0,R,posters/Slow_West_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,6.9,"48,407",tt3205376
North Sea Hijack,1980-02-18,en,Action,0.0,2993772.0,100.0,1980.0,PG,posters/North_Sea_Hijack_1980_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58.0,6.3,"5,863",tt0081809
Black or White,2014-09-06,en,Drama,9000000.0,21571189.0,121.0,2014.0,PG-13,posters/Black_or_White_2014_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,6.6,"14,044",tt2883434
Plunkett & MacLeane,1999-01-22,en,Action-Comedy-Drama,0.0,474900.0,93.0,1999.0,R,posters/Plunkett_&_MacLeane_1999_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,6.3,"10,535",tt0134033
Blood and Wine,1996-10-03,en,Crime-Thriller,26000000.0,1094668.0,101.0,1996.0,R,posters/Blood_and_Wine_1996_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",,6.0,"11,035",tt0115710
Sherrybaby,2006-09-08,en,Drama,2000000.0,622806.0,96.0,2006.0,R,posters/Sherrybaby_2006_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,6.6,"12,130",tt0423169
The Lost Skeleton of Cadavra,2001-09-12,en,Comedy-Horror-Science Fiction,40000.0,143312.0,90.0,2001.0,PG,posters/The_Lost_Skeleton_of_Cadavra_2001_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,6.8,"5,152",tt0307109
They Drive by Night,1940-07-26,en,Crime-Drama-Thriller,539000.0,1596000.0,95.0,1940.0,Approved,posters/They_Drive_by_Night_1940_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",,7.2,"9,183",tt0033149
Human Nature,2001-09-12,en,Drama-Comedy,6000000.0,1600000.0,96.0,2001.0,R,posters/Human_Nature_2001_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,6.4,"19,111",tt0219822
Strange but True,2019-10-17,en,Thriller,0.0,343038.0,96.0,2019.0,PG-13,posters/Strange_but_True_2019_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,5.9,"5,708",tt2866708
Motel Hell,1980-08-14,en,Comedy-Horror,3000000.0,6342668.0,102.0,1980.0,R,posters/Motel_Hell_1980_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.0,"13,947",tt0081184
Breakin',1984-01-10,en,Music-Comedy-Drama-Romance,1200000.0,38682707.0,90.0,1984.0,PG,posters/Breakin'_1984_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,5.9,"7,391",tt0086998
Jem and the Holograms,2015-10-22,en,Fantasy-Music-Family,5000000.0,2333684.0,119.0,2015.0,PG,posters/Jem_and_the_Holograms_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42.0,4.2,"8,405",tt3614530
Narc,2002-01-14,en,Crime-Drama-Thriller-Mystery,6500000.0,12633747.0,105.0,2002.0,R,posters/Narc_2002_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70.0,7.1,"43,697",tt0272207
All About the Benjamins,2002-03-08,en,Action-Adventure-Comedy,14000000.0,25482931.0,95.0,2002.0,R,posters/All_About_the_Benjamins_2002_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34.0,5.8,"15,836",tt0278295
Edge of Seventeen,1998-05-14,en,Comedy-Drama-Romance,1500000.0,870751.0,104.0,1998.0,TV-MA,posters/Edge_of_Seventeen_1998_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,6.8,"7,183",tt0138414
Calvary,2014-04-11,en,Drama,0.0,3593460.0,102.0,2014.0,R,posters/Calvary_2014_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,7.4,"64,917",tt2234003
The Green Berets,1968-07-04,en,War-Drama,7000000.0,11000000.0,142.0,1968.0,G,posters/The_Green_Berets_1968_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}]",,5.6,"14,053",tt0063035
When a Stranger Calls,1979-10-26,en,Horror-Thriller-Drama,1500000.0,25000000.0,97.0,1979.0,R,posters/When_a_Stranger_Calls_1979_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58.0,6.4,"14,557",tt0080130
Revolting Rhymes,2017-10-11,en,Family-Animation-Comedy-Fantasy,0.0,245300.0,60.0,2017.0,,,,,,,
Unfinished Business,2015-03-05,en,Comedy,35000000.0,14431253.0,91.0,2015.0,R,posters/Unfinished_Business_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32.0,5.4,"35,349",tt2358925
Gotti,2018-06-14,en,Crime-Drama-History-Thriller,10000000.0,4343227.0,106.0,2018.0,R,posters/Gotti_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24.0,4.8,"17,432",tt1801552
Band Aid,2017-06-02,en,Comedy-Drama-Music,10000000.0,248370.0,91.0,2017.0,R,posters/Band_Aid_2017_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,6.6,"6,034",tt5816374
Nightmares,1983-09-02,en,Horror-Science Fiction,0.0,6670680.0,99.0,1983.0,R,posters/Nightmares_1983_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39.0,5.7,"3,760",tt0086014
Roxanne,1987-06-19,en,Comedy-Romance,12000000.0,40050884.0,107.0,1987.0,PG,posters/Roxanne_1987_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,6.6,"48,332",tt0093886
Wilderness,2006-08-11,en,Horror-Action-Thriller,0.0,566098.0,94.0,2006.0,R,posters/Wilderness_2006_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",,6.1,"10,394",tt0465670
How to Make an American Quilt,1995-10-06,en,Drama-Romance,10000000.0,41200020.0,116.0,1995.0,PG-13,posters/How_to_Make_an_American_Quilt_1995_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",,6.3,"12,669",tt0113347
Thief,1981-03-27,en,Crime-Thriller-Action,5500000.0,11492915.0,123.0,1981.0,R,posters/Thief_1981_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,7.4,"40,553",tt0083190
The War of the Roses,1989-12-08,en,Comedy-Drama,26000000.0,160188546.0,116.0,1989.0,R,posters/The_War_of_the_Roses_1989_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79.0,6.8,"58,236",tt0098621
100 Feet,2008-07-22,en,Horror-Thriller,10000000.0,1415804.0,105.0,2008.0,R,posters/100_Feet_2008_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",,5.4,"13,267",tt0899128
The Best Man Holiday,2013-11-15,en,Comedy,17000000.0,71625195.0,123.0,2013.0,R,posters/The_Best_Man_Holiday_2013_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.6,"17,045",tt2083355
Exodus,1960-12-15,en,History-War-Action,4000000.0,21750000.0,208.0,1960.0,Approved,posters/Exodus_1960_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70.0,6.7,"11,661",tt0053804
The Night Listener,2006-02-12,en,Drama-Thriller-Horror,0.0,10639686.0,91.0,2006.0,R,posters/The_Night_Listener_2006_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,5.9,"16,101",tt0448075
Duel in the Sun,1946-12-31,en,Western-Romance-Drama,6000000.0,20400000.0,144.0,1946.0,Approved,posters/Duel_in_the_Sun_1946_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]",,6.7,"9,683",tt0038499
The Fabulous Baker Boys,1989-10-13,en,Comedy-Drama-Music-Romance,13000000.0,18428904.0,114.0,1989.0,R,posters/The_Fabulous_Baker_Boys_1989_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85.0,6.9,"26,169",tt0097322
The World According to Garp,1982-08-13,en,Drama,17000000.0,29712172.0,136.0,1982.0,R,posters/The_World_According_to_Garp_1982_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,7.1,"29,500",tt0084917
My Giant,1998-04-10,en,Comedy-Drama-Family,0.0,7985929.0,103.0,1998.0,PG,posters/My_Giant_1998_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}]",,5.0,"7,234",tt0120765
The Bronze,2016-01-22,en,Drama-Comedy,3500000.0,615816.0,108.0,2016.0,,posters/The_Bronze_2016_photo.jpg,[],,,,tt9318522
The Ballad of Jack and Rose,2005-02-25,en,Drama,1500000.0,712294.0,111.0,2005.0,R,posters/The_Ballad_of_Jack_and_Rose_2005_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.5,"12,244",tt0357110
Together,2021-08-27,en,Drama-Comedy,0.0,214390.0,87.0,2021.0,R,posters/Together_2021_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.2,"4,988",tt14640242
Ned Kelly,2003-03-22,en,Action-Adventure-Drama-History,0.0,6585516.0,110.0,2003.0,R,posters/Ned_Kelly_2003_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,6.4,"28,370",tt0277941
An Ideal Husband,1999-04-15,en,Drama-Comedy-Romance,14000000.0,18535191.0,97.0,1999.0,PG-13,posters/An_Ideal_Husband_1999_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,6.8,"16,911",tt0122541
Bad Day at Black Rock,1955-01-13,en,Thriller-Drama-Crime,1271000.0,3788000.0,81.0,1955.0,Approved,posters/Bad_Day_at_Black_Rock_1955_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",,7.7,"24,706",tt0047849
