title,release_date,original_language,genres,budget,revenue,runtime,year,Rated,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID
Meg 2: The Trench,2023-08-02,en,Action-Science Fiction-Horror,129000000.0,352056482.0,116.0,2023.0,PG-13,posters/Meg_2:_The_Trench_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}]",,5.0,"86,089",tt9224104
The Pope's Exorcist,2023-04-05,en,Horror-Mystery-Thriller,18000000.0,65675816.0,103.0,2023.0,R,posters/The_Pope's_Exorcist_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,6.1,"88,285",tt13375076
Deadpool & Wolverine,2024-07-24,en,Action-Comedy-Science Fiction,200000000.0,1326387384.0,128.0,2024.0,R,posters/Deadpool_&_Wolverine_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",,7.9,"312,522",tt6263850
Transformers: Rise of the Beasts,2023-06-06,en,Action-Adventure-Science Fiction,200000000.0,407045464.0,127.0,2023.0,PG-13,posters/Transformers:_Rise_of_the_Beasts_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42.0,6.0,"111,785",tt5090568
Dune: Part Two,2024-02-27,en,Science Fiction-Adventure,190000000.0,683813734.0,167.0,2024.0,PG-13,posters/Dune:_Part_Two_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",,8.5,"520,839",tt15239678
Ant-Man and the Wasp: Quantumania,2023-02-15,en,Action-Adventure-Science Fiction,200000000.0,475766228.0,125.0,2023.0,PG-13,posters/Ant-Man_and_the_Wasp:_Quantumania_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48.0,6.0,"237,729",tt10954600
Creed III,2023-03-01,en,Drama-Action,75000000.0,269000000.0,116.0,2023.0,PG-13,posters/Creed_III_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,6.7,"96,401",tt11145118
Insidious: The Red Door,2023-07-05,en,Horror-Mystery-Thriller,16000000.0,175582093.0,107.0,2023.0,PG-13,posters/Insidious:_The_Red_Door_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45.0,5.5,"53,943",tt13405778
Despicable Me 4,2024-06-20,en,Animation-Family-Comedy-Action,100000000.0,810329715.0,94.0,2024.0,PG,posters/Despicable_Me_4_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",,6.2,"45,702",tt7510222
Spider-Man: Across the Spider-Verse,2023-05-31,en,Action-Adventure-Animation-Science Fiction,100000000.0,512609552.0,140.0,2023.0,PG,posters/Spider-Man:_Across_the_Spider-Verse_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86.0,8.6,"403,762",tt9362722
Kingdom of the Planet of the Apes,2024-05-08,en,Science Fiction-Adventure-Action,160000000.0,391407919.0,145.0,2024.0,PG-13,posters/Kingdom_of_the_Planet_of_the_Apes_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,6.9,"128,576",tt11389872
Beetlejuice Beetlejuice,2024-09-04,en,Comedy-Fantasy-Horror,100000000.0,402822428.0,105.0,2024.0,PG-13,posters/Beetlejuice_Beetlejuice_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}]",,7.0,"46,283",tt2049403
Aquaman and the Lost Kingdom,2023-12-20,en,Action-Adventure-Fantasy,205000000.0,397860076.0,124.0,2023.0,PG-13,posters/Aquaman_and_the_Lost_Kingdom_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",,5.6,"96,419",tt9663764
Shazam! Fury of the Gods,2023-03-15,en,Action-Comedy-Fantasy-Adventure,125000000.0,133437105.0,130.0,2023.0,PG-13,posters/Shazam!_Fury_of_the_Gods_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,5.9,"130,065",tt10151854
Knights of the Zodiac,2023-04-27,en,Fantasy-Action-Adventure,60000000.0,6794519.0,113.0,2023.0,PG-13,posters/Knights_of_the_Zodiac_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,4.4,"14,492",tt6528290
Furiosa: A Mad Max Saga,2024-05-22,en,Action-Adventure-Science Fiction,170000000.0,172775791.0,149.0,2024.0,R,posters/Furiosa:_A_Mad_Max_Saga_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",,7.5,"214,886",tt12037194
Napoleon,2023-11-22,en,History-War-Drama,165000000.0,213400000.0,158.0,2023.0,R,posters/Napoleon_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",,6.4,"157,000",tt13287846
Bad Boys: Ride or Die,2024-06-05,en,Action-Crime-Thriller-Comedy,100000000.0,331957666.0,115.0,2024.0,R,posters/Bad_Boys:_Ride_or_Die_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}]",,6.7,"70,157",tt4919268
The Nun II,2023-09-06,en,Horror-Mystery-Thriller,38500000.0,257010000.0,110.0,2023.0,R,posters/The_Nun_II_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}]",,5.6,"63,750",tt10160976
The Creator,2023-09-27,en,Science Fiction-Action-Thriller,80000000.0,102000000.0,134.0,2023.0,PG-13,posters/The_Creator_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",,6.7,"173,191",tt11858890
Alien: Romulus,2024-08-13,en,Horror-Science Fiction,80000000.0,225439383.0,119.0,2024.0,R,posters/Alien:_Romulus_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,7.4,"103,481",tt18412256
The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,en,Drama-Science Fiction-Action,100000000.0,322300000.0,157.0,2023.0,PG-13,posters/The_Hunger_Games:_The_Ballad_of_Songbirds_&_Snakes_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]",,6.7,"143,792",tt10545296
IF,2024-05-08,en,Comedy-Fantasy-Family,110000000.0,176438104.0,104.0,2024.0,PG,posters/IF_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",,6.5,"43,455",tt11152168
A Quiet Place: Day One,2024-06-26,en,Horror-Science Fiction-Thriller,67000000.0,244911350.0,99.0,2024.0,PG-13,posters/A_Quiet_Place:_Day_One_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",,6.3,"107,981",tt13433802
Shotgun Wedding,2022-12-28,en,Action-Romance-Comedy,0.0,4495365.0,101.0,2022.0,R,posters/Shotgun_Wedding_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,5.5,"39,453",tt9686790
Retribution,2023-08-23,en,Action-Mystery-Thriller-Crime,20000000.0,12905464.0,93.0,2023.0,R,posters/Retribution_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}]",,5.3,"23,492",tt6906292
Puss in Boots: The Last Wish,2022-12-07,en,Animation-Family-Fantasy-Adventure-Comedy,90000000.0,480000000.0,103.0,2022.0,PG,posters/Puss_in_Boots:_The_Last_Wish_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73.0,7.8,"186,960",tt3915174
The Garfield Movie,2024-04-30,en,Animation-Comedy-Family-Adventure-Action,60000000.0,221871392.0,101.0,2024.0,PG,posters/The_Garfield_Movie_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",,5.7,"19,074",tt5779228
Migration,2023-12-06,en,Animation-Action-Adventure-Comedy-Family,72000000.0,289076685.0,83.0,2023.0,PG,posters/Migration_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",,6.6,"35,165",tt6495056
Guy Ritchie's The Covenant,2023-04-19,en,War-Action-Thriller,55000000.0,20000000.0,123.0,2023.0,R,posters/Guy_Ritchie's_The_Covenant_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,7.5,"176,336",tt4873118
Expend4bles,2023-09-15,en,Action-Adventure-Thriller,100000000.0,58000000.0,103.0,2023.0,,,,,,,
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,en,Animation-Comedy-Action,70000000.0,161000000.0,100.0,2023.0,PG,posters/Teenage_Mutant_Ninja_Turtles:_Mutant_Mayhem_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74.0,7.2,"68,869",tt8589698
John Wick: Chapter 4,2023-03-22,en,Action-Thriller-Crime,90000000.0,426978565.0,170.0,2023.0,R,posters/John_Wick:_Chapter_4_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,7.7,"352,414",tt10366206
Evil Dead Rise,2023-04-12,en,Thriller-Horror,15000000.0,141512122.0,96.0,2023.0,R,posters/Evil_Dead_Rise_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69.0,6.5,"146,680",tt13345606
The Exorcism,2024-05-30,en,Horror-Thriller,22000000.0,6354317.0,96.0,2024.0,R,posters/The_Exorcism_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}]",,4.1,"8,270",tt11240348
Fast X,2023-05-17,en,Action-Crime-Thriller,340000000.0,704709660.0,142.0,2023.0,PG-13,posters/Fast_X_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,5.7,"125,799",tt5433140
Prey for the Devil,2022-10-23,en,Horror-Thriller,0.0,37655699.0,93.0,2022.0,PG-13,posters/Prey_for_the_Devil_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38.0,5.3,"18,700",tt9271672
Twisters,2024-07-10,en,Action-Adventure-Drama,155000000.0,274535650.0,123.0,2024.0,PG-13,posters/Twisters_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",,6.6,"101,438",tt12584954
The Fall Guy,2024-04-24,en,Action-Comedy,125000000.0,177843881.0,126.0,2024.0,PG-13,posters/The_Fall_Guy_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]",,6.9,"166,363",tt1684562
I Saw the TV Glow,2024-05-03,en,Drama-Horror,10000000.0,4184000.0,100.0,2024.0,PG-13,posters/I_Saw_the_TV_Glow_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}]",,5.8,"21,354",tt15574270
The Exorcist: Believer,2023-10-04,en,Horror,30000000.0,46561805.0,111.0,2023.0,R,posters/The_Exorcist:_Believer_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}]",,4.8,"44,045",tt12921446
Ghostbusters: Frozen Empire,2024-03-20,en,Fantasy-Adventure-Comedy,100000000.0,108500000.0,115.0,2024.0,PG-13,posters/Ghostbusters:_Frozen_Empire_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}]",,6.1,"78,571",tt21235248
Guardians of the Galaxy Vol. 2,2017-04-19,en,Adventure-Action-Science Fiction,200000000.0,863756051.0,137.0,2017.0,PG-13,posters/Guardians_of_the_Galaxy_Vol._2_2017_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,7.6,"774,852",tt3896198
Mission: Impossible - Dead Reckoning Part One,2023-07-08,en,Action,291000000.0,567500000.0,164.0,2023.0,PG-13,posters/Mission:_Impossible_-_Dead_Reckoning_Part_One_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,7.7,"266,073",tt9603212
Killers of the Flower Moon,2023-10-18,en,Crime-History-Drama,200000000.0,156300000.0,206.0,2023.0,R,posters/Killers_of_the_Flower_Moon_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89.0,7.6,"259,909",tt5537002
Star Wars,1977-05-25,en,Adventure-Action-Science Fiction,11000000.0,775398007.0,121.0,1977.0,PG,posters/Star_Wars_1977_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90.0,8.6,"1,474,225",tt0076759
65,2023-03-02,en,Science Fiction-Adventure-Thriller,45000000.0,55000000.0,92.0,2023.0,PG-13,posters/65_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40.0,5.4,"92,773",tt12261776
Glass Onion: A Knives Out Mystery,2022-11-23,en,Comedy-Crime-Mystery,40000000.0,13280000.0,140.0,2022.0,,posters/Glass_Onion:_A_Knives_Out_Mystery_2022_photo.jpg,"[{'Source': 'Rotten Tomatoes', 'Value': '91%'}]",,,,tt24734444
Oppenheimer,2023-07-19,en,Drama-History,100000000.0,952000000.0,181.0,2023.0,R,posters/Oppenheimer_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88.0,8.3,"804,987",tt15398776
Inside Out,2015-06-17,en,Animation-Family-Adventure-Drama-Comedy,175000000.0,857611174.0,95.0,2015.0,PG,posters/Inside_Out_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94.0,8.1,"834,268",tt2096673
A Haunting in Venice,2023-09-13,en,Mystery-Thriller-Crime,60000000.0,110800000.0,104.0,2023.0,PG-13,posters/A_Haunting_in_Venice_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",,6.5,"120,874",tt22687790
Violent Night,2022-11-30,en,Action-Comedy-Crime-Thriller,20000000.0,75734910.0,112.0,2022.0,R,posters/Violent_Night_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55.0,6.7,"102,164",tt12003946
No Hard Feelings,2023-06-15,en,Comedy-Romance,45000000.0,82995526.0,104.0,2023.0,R,posters/No_Hard_Feelings_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.4,"176,355",tt15671028
Thor: Love and Thunder,2022-07-06,en,Fantasy-Action-Comedy,250000000.0,760928081.0,119.0,2022.0,PG-13,posters/Thor:_Love_and_Thunder_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57.0,6.2,"414,407",tt10648342
Medieval,2022-09-08,en,History-Action-Drama,23000000.0,4311284.0,126.0,2022.0,R,posters/Medieval_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,5.9,"13,080",tt8883486
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,en,Adventure-Family-Fantasy,180000000.0,745013115.0,143.0,2005.0,PG,"posters/The_Chronicles_of_Narnia:_The_Lion,_the_Witch_and_the_Wardrobe_2005_photo.jpg","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,6.9,"434,116",tt0363771
Saw X,2023-09-26,en,Horror-Thriller,13000000.0,100900000.0,118.0,2023.0,R,posters/Saw_X_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",,6.6,"82,673",tt21807222
Tarot,2024-05-01,en,Horror-Thriller,8250000.0,20215419.0,92.0,2024.0,PG-13,posters/Tarot_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}]",,4.8,"23,642",tt14088510
Godzilla x Kong: The New Empire,2024-03-27,en,Action-Adventure-Science Fiction-Fantasy-Thriller-Mystery,150000000.0,567156493.0,115.0,2024.0,PG-13,posters/Godzilla_x_Kong:_The_New_Empire_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}]",,6.1,"104,113",tt14539740
Con Air,1997-06-05,en,Action-Thriller-Crime,75000000.0,224012234.0,116.0,1997.0,R,posters/Con_Air_1997_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52.0,6.9,"324,448",tt0118880
Terrifier 2,2022-10-06,en,Horror,250000.0,12400000.0,138.0,2022.0,Not Rated,posters/Terrifier_2_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.1,"54,963",tt10403420
Poor Things,2023-12-07,en,Science Fiction-Romance-Comedy,35000000.0,117193959.0,142.0,2023.0,R,posters/Poor_Things_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",,7.8,"305,203",tt14230458
Creed II,2018-11-21,en,Drama,50000000.0,214215889.0,130.0,2018.0,PG-13,posters/Creed_II_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.1,"158,440",tt6343314
Jurassic World Dominion,2022-06-01,en,Adventure-Action-Science Fiction,165000000.0,1001978080.0,147.0,2022.0,PG-13,posters/Jurassic_World_Dominion_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38.0,5.6,"214,155",tt8041270
Creed,2015-11-25,en,Drama,37000000.0,173567581.0,133.0,2015.0,PG-13,posters/Creed_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82.0,7.6,"315,062",tt3076658
Strange World,2022-11-23,en,Animation-Family-Adventure-Science Fiction,180000000.0,73621640.0,102.0,2022.0,PG,posters/Strange_World_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,5.7,"47,120",tt10298840
Beast,2022-08-11,en,Thriller,0.0,56000000.0,93.0,2022.0,R,posters/Beast_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,5.6,"43,877",tt13223398
Horizon: An American Saga - Chapter 1,2024-06-26,en,Drama-Western,50000000.0,31670660.0,181.0,2024.0,R,posters/Horizon:_An_American_Saga_-_Chapter_1_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",,6.7,"26,631",tt17505010
Missing,2023-01-19,en,Drama-Mystery-Thriller,1000000.0,42000000.0,111.0,2023.0,PG-13,posters/Missing_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.1,"62,704",tt10855768
Bullet Train,2022-07-03,en,Action-Comedy-Thriller,90000000.0,239268602.0,126.0,2022.0,R,posters/Bullet_Train_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,7.3,"460,176",tt12593682
The First Omen,2024-04-03,en,Horror,30000000.0,53845880.0,119.0,2024.0,R,posters/The_First_Omen_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",,6.5,"52,542",tt5672290
Avatar: The Way of Water,2022-12-14,en,Science Fiction-Adventure-Action,460000000.0,2320250281.0,192.0,2022.0,PG-13,posters/Avatar:_The_Way_of_Water_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67.0,7.5,"512,568",tt1630029
Sonic the Hedgehog 2,2022-04-08,en,Action-Adventure-Family-Comedy,110000000.0,402656846.0,122.0,2022.0,PG,posters/Sonic_the_Hedgehog_2_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,6.5,"91,926",tt12412888
Top Gun: Maverick,2022-05-24,en,Action-Drama,170000000.0,1488732821.0,131.0,2022.0,PG-13,posters/Top_Gun:_Maverick_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,8.2,"734,750",tt1745960
Avatar,2009-12-15,en,Action-Adventure-Fantasy-Science Fiction,237000000.0,2920357254.0,162.0,2009.0,PG-13,posters/Avatar_2009_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83.0,7.9,"1,404,088",tt0499549
Freelance,2023-10-05,en,Action-Comedy,40000000.0,8000000.0,108.0,2023.0,R,posters/Freelance_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}]",,5.5,"22,733",tt15744298
Godzilla: King of the Monsters,2019-05-29,en,Science Fiction-Action,170000000.0,386600138.0,132.0,2019.0,PG-13,posters/Godzilla:_King_of_the_Monsters_2019_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48.0,6.0,"213,701",tt3741700
Encanto,2021-10-13,en,Animation-Comedy-Family-Fantasy,50000000.0,253000000.0,102.0,2021.0,PG,posters/Encanto_2021_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,7.2,"270,528",tt2953050
The Flash,2023-06-13,en,Action-Adventure-Science Fiction,300000000.0,268375616.0,144.0,2023.0,PG-13,posters/The_Flash_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.0,6.6,"220,714",tt0439572
The Crow,2024-08-21,en,Action-Fantasy-Horror-Thriller,50000000.0,13690814.0,111.0,2024.0,R,posters/The_Crow_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",,4.6,"16,783",tt1340094
